,5652-NUSVR--nu=0.05-C=0.1,5652-NUSVR--nu=0.1-C=0.1,5652-NUSVR--nu=0.15-C=0.1,5652-NUSVR--nu=0.25-C=0.1,5652-NUSVR--nu=0.5-C=0.1,5652-NUSVR--nu=0.75-C=0.1,5652-NUSVR--nu=0.05-C=0.5,5652-NUSVR--nu=0.1-C=0.5,5652-NUSVR--nu=0.15-C=0.5,5652-NUSVR--nu=0.25-C=0.5,5652-NUSVR--nu=0.5-C=0.5,5652-NUSVR--nu=0.75-C=0.5,5652-NUSVR--nu=0.05-C=0.75,5652-NUSVR--nu=0.1-C=0.75,5652-NUSVR--nu=0.15-C=0.75,5652-NUSVR--nu=0.25-C=0.75,5652-NUSVR--nu=0.5-C=0.75,5652-NUSVR--nu=0.75-C=0.75,5652-NUSVR--nu=0.05-C=1,5652-NUSVR--nu=0.1-C=1,5652-NUSVR--nu=0.15-C=1,5652-NUSVR--nu=0.25-C=1,5652-NUSVR--nu=0.5-C=1,5652-NUSVR--nu=0.75-C=1,5652-NUSVR--nu=0.05-C=10,5652-NUSVR--nu=0.1-C=10,5652-NUSVR--nu=0.15-C=10,5652-NUSVR--nu=0.25-C=10,5652-NUSVR--nu=0.5-C=10,5652-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,A4GALT,A2M,A2M,A2M,ABCA8,ABCA8,A4GALT,A2M,A2M,A2M,ABCA8,ABCA8,A4GALT,A2M,A2M,A2M,ABCA8,ABCA8,A4GALT,A2M,A2M,A2M,ABCA8,ABCA8,A4GALT,A2M,A2M,A2M
1,ABLIM3,ABHD3,ABCA8,A4GALT,A4GALT,A4GALT,ABLIM3,ABHD3,ABCA8,A4GALT,A4GALT,A4GALT,ABLIM3,ABHD3,ABCA8,A4GALT,A4GALT,A4GALT,ABLIM3,ABHD3,ABCA8,A4GALT,A4GALT,A4GALT,ABLIM3,ABHD3,ABCA8,A4GALT,A4GALT,A4GALT
2,ACRBP,ABLIM1,ABHD3,AARS,AAMDC,AAK1,ACRBP,ABL2,ABHD3,AARS,AAMDC,AAK1,ACRBP,ABLIM1,ABHD3,AARS,AAMDC,AAK1,ACRBP,ABL2,ABHD3,AARS,AAMDC,AAK1,ACRBP,ABL2,ABHD3,AARS,AAMDC,AAK1
3,ACTN1,ABLIM3,ABHD6,AASDH,AAMP,AAMDC,ACTN1,ABLIM1,ABHD6,AASDH,AAMP,AAMDC,ACTN1,ABLIM3,ABHD6,AASDH,AAMP,AAMDC,ACTN1,ABLIM1,ABHD6,AASDH,AAMP,AAMDC,ACTN1,ABLIM1,ABHD6,AASDH,AAMP,AAMDC
4,ACTN4,ACLY,ABL2,AATF,AARS,AAMP,ACTN4,ABLIM3,ABL2,AATF,AARS,AAMP,ACTN4,ACLY,ABL2,AATF,AARS,AAMP,ACTN4,ABLIM3,ABL2,AATF,AARS,AAMP,ACTN4,ABLIM3,ABL2,AATF,AARS,AAMP
5,ACTR2,ACP5,ABLIM1,ABCA5,AARSD1,AAR2,ACTR2,ACLY,ABLIM1,ABCA5,AARSD1,AAR2,ACTR2,ACP5,ABLIM1,ABCA5,AARSD1,AAR2,ACTR2,ACLY,ABLIM1,ABCA5,AARSD1,AAR2,ACTR2,ACLY,ABLIM1,ABCA5,AARSD1,AAR2
6,ACYP1,ACPP,ABLIM3,ABCA8,AASDH,AARS,ACYP1,ACP5,ABLIM3,ABCA8,AASDH,AARS,ACYP1,ACPP,ABLIM3,ABCA8,AASDH,AARS,ACYP1,ACP5,ABLIM3,ABCA8,AASDH,AARS,ACYP1,ACP5,ABLIM3,ABCA8,AASDH,AARS
7,ADAM28,ACRBP,ACACB,ABCB1,AASS,AARSD1,ADAM28,ACPP,ACACB,ABCB1,AASS,AARSD1,ADAM28,ACRBP,ACACB,ABCB1,AASS,AARSD1,ADAM28,ACPP,ACACB,ABCB1,AASS,AARSD1,ADAM28,ACPP,ACACB,ABCB1,AASS,AARSD1
8,ADGRG6,ACTN1,ACLY,ABCC5,AATF,AASDH,ADAMTS2,ACRBP,ACLY,ABCC5,AATF,AASDH,ADAMTS2,ACTN1,ACLY,ABCC5,AATF,AASDH,ADAMTS2,ACRBP,ACLY,ABCC5,AATF,AASDH,ADGRG6,ACRBP,ACLY,ABCC5,AATF,AASDH
9,ADGRL4,ACTN4,ACOT11,ABHD3,ABCA2,AASDHPPT,ADGRG6,ACTN1,ACOT11,ABHD3,ABCA2,AASDHPPT,ADGRG6,ACTN4,ACOT11,ABHD3,ABCA2,AASDHPPT,ADGRG6,ACTN1,ACOT11,ABHD3,ABCA2,AASDHPPT,ADGRL4,ACTN1,ACOT11,ABHD3,ABCA2,AASDHPPT
10,ADIPOR1,ACTR2,ACP5,ABHD4,ABCA5,AASS,ADGRL4,ACTN4,ACP5,ABHD4,ABCA5,AASS,ADGRL4,ACTR2,ACP5,ABHD4,ABCA5,AASS,ADGRL4,ACTN4,ACP5,ABHD4,ABCA5,AASS,ADIPOR1,ACTN4,ACP5,ABHD4,ABCA5,AASS
11,AFG3L1P,ACTR3,ACPP,ABHD5,ABCA8,AATF,ADIPOR1,ACTR2,ACPP,ABHD5,ABCA8,AATF,ADIPOR1,ACTR3,ACPP,ABHD5,ABCA8,AATF,ADIPOR1,ACTR2,ACPP,ABHD5,ABCA8,AATF,AFG3L1P,ACTR2,ACPP,ABHD6,ABCA8,AATF
12,AGTRAP,ACYP1,ACRBP,ABHD6,ABCB1,AATK,AFG3L1P,ACTR3,ACRBP,ABHD6,ABCB1,AATK,AFG3L1P,ACYP1,ACRBP,ABHD6,ABCB1,AATK,AFG3L1P,ACTR3,ACRBP,ABHD6,ABCB1,AATK,AGTRAP,ACTR3,ACRBP,ABL1,ABCB1,AATK
13,AKAP13,ADAM28,ACTN1,ABL1,ABCC1,ABCA10,AGTRAP,ACYP1,ACTN1,ABL1,ABCC1,ABCA10,AGTRAP,ADAM28,ACTN1,ABL1,ABCC1,ABCA10,AGTRAP,ACYP1,ACTN1,ABL1,ABCC1,ABCA10,AKAP13,ACYP1,ACTN1,ABL2,ABCC1,ABCA10
14,AKNA,ADAMTS2,ACTN4,ABL2,ABCC5,ABCA2,AKAP13,ADAM28,ACTN4,ABL2,ABCC5,ABCA2,AKAP13,ADAMTS2,ACTN4,ABL2,ABCC5,ABCA2,AKAP13,ADAM28,ACTN4,ABL2,ABCC5,ABCA2,AKNA,ADAM28,ACTN4,ABLIM1,ABCC5,ABCA2
15,ALCAM,ADGRG3,ACTR2,ABLIM1,ABCF2,ABCA4,AKNA,ADAMTS2,ACTR2,ABLIM1,ABCF2,ABCA4,AKNA,ADGRG3,ACTR2,ABLIM1,ABCF2,ABCA4,AKNA,ADAMTS2,ACTR2,ABLIM1,ABCF2,ABCA4,ALCAM,ADAMTS2,ACTR2,ABLIM3,ABCF2,ABCA4
