,2518-NUSVR--nu=0.05-C=0.1,2518-NUSVR--nu=0.1-C=0.1,2518-NUSVR--nu=0.15-C=0.1,2518-NUSVR--nu=0.25-C=0.1,2518-NUSVR--nu=0.5-C=0.1,2518-NUSVR--nu=0.75-C=0.1,2518-NUSVR--nu=0.05-C=0.5,2518-NUSVR--nu=0.1-C=0.5,2518-NUSVR--nu=0.15-C=0.5,2518-NUSVR--nu=0.25-C=0.5,2518-NUSVR--nu=0.5-C=0.5,2518-NUSVR--nu=0.75-C=0.5,2518-NUSVR--nu=0.05-C=0.75,2518-NUSVR--nu=0.1-C=0.75,2518-NUSVR--nu=0.15-C=0.75,2518-NUSVR--nu=0.25-C=0.75,2518-NUSVR--nu=0.5-C=0.75,2518-NUSVR--nu=0.75-C=0.75,2518-NUSVR--nu=0.05-C=1,2518-NUSVR--nu=0.1-C=1,2518-NUSVR--nu=0.15-C=1,2518-NUSVR--nu=0.25-C=1,2518-NUSVR--nu=0.5-C=1,2518-NUSVR--nu=0.75-C=1,2518-NUSVR--nu=0.05-C=10,2518-NUSVR--nu=0.1-C=10,2518-NUSVR--nu=0.15-C=10,2518-NUSVR--nu=0.25-C=10,2518-NUSVR--nu=0.5-C=10,2518-NUSVR--nu=0.75-C=10
0,ABHD12,AATK,AATK,AAK1,AAK1,A2M,ABHD12,AATK,AATK,AAK1,AAK1,A2M,ABHD12,AATK,AATK,AAK1,AAK1,AAK1,ABHD12,AATK,AATK,AAK1,AAK1,A2M,ABHD12,AATK,AATK,AAK1,AAK1,AAK1
1,ABHD17A,ABCC5,ABCC3,AARS,AAMP,AAK1,ABHD17A,ABCC5,ABCC3,AARS,AAMP,AAK1,ABHD17A,ABCC5,ABCC3,AARS,AAMP,AAMDC,ABHD17A,ABCC5,ABCC3,AARS,AAMP,AAK1,ABHD17A,ABCC5,ABCC3,AARS,AAMP,AAMDC
2,ABL2,ABHD11,ABCC5,AASDH,AARS,AAMDC,ABL2,ABHD11,ABCC5,AASDH,AARS,AAMDC,ABL2,ABHD11,ABCC5,AASDH,AARS,AAMP,ABL2,ABHD11,ABCC5,AASDH,AARS,AAMDC,ABL2,ABHD11,ABCC5,AASDH,AARS,AAMP
3,ABLIM3,ABHD12,ABHD11,AATK,AASDH,AAMP,ABLIM3,ABHD12,ABHD11,AATK,AASDH,AAMP,ABLIM3,ABHD12,ABHD11,AATK,AASDH,AAR2,ABLIM3,ABHD12,ABHD11,AATK,AASDH,AAMP,ABLIM3,ABHD12,ABHD11,AATK,AASDH,AAR2
4,ACPP,ABHD17A,ABHD12,ABCA5,AASS,AAR2,ACPP,ABHD17A,ABHD12,ABCA5,AASS,AAR2,ACPP,ABHD17A,ABHD12,ABCA5,AASS,AARS,ACPP,ABHD17A,ABHD12,ABCA5,AASS,AAR2,ACPP,ABHD17A,ABHD12,ABCA5,AASS,AARS
5,ACRBP,ABHD3,ABHD17A,ABCB9,AATF,AARS,ACRBP,ABHD3,ABHD17A,ABCB9,AATF,AARS,ACRBP,ABHD3,ABHD17A,ABCB9,AATF,AASDH,ACRBP,ABHD3,ABHD17A,ABCB9,AATF,AARS,ACRBP,ABHD3,ABHD17A,ABCB9,AATF,AASDH
6,ACTC1,ABL2,ABHD3,ABCC3,AATK,AASDH,ACTC1,ABL2,ABHD3,ABCC3,AATK,AASDH,ACTC1,ABL2,ABHD3,ABCC3,AATK,AASS,ACTC1,ABL2,ABHD3,ABCC3,AATK,AASDH,ACTC1,ABL2,ABHD3,ABCC3,AATK,AASS
7,ACTN1,ABLIM1,ABI3BP,ABCC4,ABCA5,AASS,ACTN1,ABLIM1,ABI3BP,ABCC4,ABCA5,AASS,ACTN1,ABLIM1,ABI3BP,ABCC4,ABCA5,AATF,ACTN1,ABLIM1,ABI3BP,ABCC4,ABCA5,AASS,ACTN1,ABLIM1,ABI3BP,ABCC4,ABCA5,AATF
8,ACTN4,ABLIM3,ABL2,ABCC5,ABCB1,AATF,ACTN4,ABLIM3,ABL2,ABCC5,ABCB1,AATF,ACTN4,ABLIM3,ABL2,ABCC5,ABCB1,AATK,ACTN4,ABLIM3,ABL2,ABCC5,ABCB1,AATF,ACTN4,ABLIM3,ABL2,ABCC5,ABCB1,AATK
9,ACTR2,AC009506.1,ABLIM1,ABHD11,ABCB9,AATK,ACTR2,AC009506.1,ABLIM1,ABHD11,ABCB9,AATK,ACTR2,AC009506.1,ABLIM1,ABHD11,ABCB9,ABCA10,ACTR2,AC009506.1,ABLIM1,ABHD11,ABCB9,AATK,ACTR2,AC009506.1,ABLIM1,ABHD11,ABCB9,ABCA10
