,11194-NUSVR--nu=0.05-C=0.1,11194-NUSVR--nu=0.1-C=0.1,11194-NUSVR--nu=0.15-C=0.1,11194-NUSVR--nu=0.25-C=0.1,11194-NUSVR--nu=0.5-C=0.1,11194-NUSVR--nu=0.75-C=0.1,11194-NUSVR--nu=0.05-C=0.5,11194-NUSVR--nu=0.1-C=0.5,11194-NUSVR--nu=0.15-C=0.5,11194-NUSVR--nu=0.25-C=0.5,11194-NUSVR--nu=0.5-C=0.5,11194-NUSVR--nu=0.75-C=0.5,11194-NUSVR--nu=0.05-C=0.75,11194-NUSVR--nu=0.1-C=0.75,11194-NUSVR--nu=0.15-C=0.75,11194-NUSVR--nu=0.25-C=0.75,11194-NUSVR--nu=0.5-C=0.75,11194-NUSVR--nu=0.75-C=0.75,11194-NUSVR--nu=0.05-C=1,11194-NUSVR--nu=0.1-C=1,11194-NUSVR--nu=0.15-C=1,11194-NUSVR--nu=0.25-C=1,11194-NUSVR--nu=0.5-C=1,11194-NUSVR--nu=0.75-C=1,11194-NUSVR--nu=0.05-C=10,11194-NUSVR--nu=0.1-C=10,11194-NUSVR--nu=0.15-C=10,11194-NUSVR--nu=0.25-C=10,11194-NUSVR--nu=0.5-C=10,11194-NUSVR--nu=0.75-C=10
0,ABCC4,ABCC3,ABCA8,AAK1,A2M,A2M,ABCC4,ABCC3,ABCA8,AAK1,A2M,A2M,ABCC4,ABCC3,ABCA8,AAK1,A2M,A2M,ABCC4,ABCC3,ABCA8,AAK1,A2M,A2M,ABCC4,ABCC3,ABCA8,AAK1,A2M,A2M
1,ABLIM3,ABCC4,ABCC1,AATK,AAK1,A4GALT,ABLIM3,ABCC4,ABCC1,AATK,AAK1,A4GALT,ABLIM3,ABCC4,ABCC1,AATK,AAK1,A4GALT,ABLIM3,ABCC4,ABCC1,AATK,AAK1,A4GALT,ABLIM3,ABCC4,ABCC1,AATK,AAK1,A4GALT
2,ACPP,ABHD11,ABCC3,ABCA5,AAMP,AACS,ACPP,ABHD11,ABCC3,ABCA5,AAMP,AACS,ACPP,ABHD11,ABCC3,ABCA5,AAMP,AACS,ACPP,ABHD11,ABCC3,ABCA5,AAMP,AACS,ACPP,ABHD11,ABCC3,ABCA5,AAMP,AACS
3,ACRBP,ABHD12,ABCC4,ABCA8,AAR2,AADAT,ACRBP,ABHD12,ABCC4,ABCA8,AAR2,AADAT,ACRBP,ABHD12,ABCC4,ABCA8,AAR2,AADAT,ACRBP,ABHD12,ABCC4,ABCA8,AAR2,AADAT,ACRBP,ABHD12,ABCC4,ABCA8,AAR2,AADAT
4,ACTC1,ABHD17A,ABCC5,ABCB1,AARD,AAK1,ACTC1,ABHD17A,ABCC5,ABCB1,AARD,AAK1,ACTC1,ABHD17A,ABCC5,ABCB1,AARD,AAK1,ACTC1,ABHD17A,ABCC5,ABCB1,AARD,AAK1,ACTC1,ABHD17A,ABCC5,ABCB1,AARD,AAK1
5,ACTN1,ABHD5,ABHD11,ABCB10,AARS,AAMDC,ACTN1,ABHD5,ABHD11,ABCB10,AARS,AAMDC,ACTN1,ABHD5,ABHD11,ABCB10,AARS,AAMDC,ACTN1,ABHD5,ABHD11,ABCB10,AARS,AAMDC,ACTN1,ABHD5,ABHD11,ABCB10,AARS,AAMDC
6,ACTR2,ABL2,ABHD12,ABCC1,AASDH,AAMP,ACTR2,ABL2,ABHD12,ABCC1,AASDH,AAMP,ACTR2,ABL2,ABHD12,ABCC1,AASDH,AAMP,ACTR2,ABL2,ABHD12,ABCC1,AASDH,AAMP,ACTR2,ABL2,ABHD12,ABCC1,AASDH,AAMP
7,ADIPOR1,ABLIM1,ABHD17A,ABCC3,AASDHPPT,AAR2,ADIPOR1,ABLIM1,ABHD17A,ABCC3,AASDHPPT,AAR2,ADIPOR1,ABLIM1,ABHD17A,ABCC3,AASDHPPT,AAR2,ADIPOR1,ABLIM1,ABHD17A,ABCC3,AASDHPPT,AAR2,ADIPOR1,ABLIM1,ABHD17A,ABCC3,AASDHPPT,AAR2
8,AFAP1L2,ABLIM3,ABHD3,ABCC4,AASS,AARD,ADIPOR2,ABLIM3,ABHD3,ABCC4,AASS,AARD,ADIPOR2,ABLIM3,ABHD3,ABCC4,AASS,AARD,ADIPOR2,ABLIM3,ABHD3,ABCC4,AASS,AARD,AFAP1L2,ABLIM3,ABHD3,ABCC4,AASS,AARD
9,AGPAT1,AC009506.1,ABHD5,ABCC5,AATF,AARS,AFAP1L2,AC009506.1,ABHD5,ABCC5,AATF,AARS,AFAP1L2,AC009506.1,ABHD5,ABCC5,AATF,AARS,AFAP1L2,AC009506.1,ABHD5,ABCC5,AATF,AARS,AGPAT1,AC009506.1,ABHD5,ABCC5,AATF,AARS
