,11278-NUSVR--nu=0.05-C=0.1,11278-NUSVR--nu=0.1-C=0.1,11278-NUSVR--nu=0.15-C=0.1,11278-NUSVR--nu=0.25-C=0.1,11278-NUSVR--nu=0.5-C=0.1,11278-NUSVR--nu=0.75-C=0.1,11278-NUSVR--nu=0.05-C=0.5,11278-NUSVR--nu=0.1-C=0.5,11278-NUSVR--nu=0.15-C=0.5,11278-NUSVR--nu=0.25-C=0.5,11278-NUSVR--nu=0.5-C=0.5,11278-NUSVR--nu=0.75-C=0.5,11278-NUSVR--nu=0.05-C=0.75,11278-NUSVR--nu=0.1-C=0.75,11278-NUSVR--nu=0.15-C=0.75,11278-NUSVR--nu=0.25-C=0.75,11278-NUSVR--nu=0.5-C=0.75,11278-NUSVR--nu=0.75-C=0.75,11278-NUSVR--nu=0.05-C=1,11278-NUSVR--nu=0.1-C=1,11278-NUSVR--nu=0.15-C=1,11278-NUSVR--nu=0.25-C=1,11278-NUSVR--nu=0.5-C=1,11278-NUSVR--nu=0.75-C=1,11278-NUSVR--nu=0.05-C=10,11278-NUSVR--nu=0.1-C=10,11278-NUSVR--nu=0.15-C=10,11278-NUSVR--nu=0.25-C=10,11278-NUSVR--nu=0.5-C=10,11278-NUSVR--nu=0.75-C=10
0,ABCC4,A2M,A2M,AAK1,A2M,A2M,ABCC4,A2M,A2M,AAK1,A2M,A2M,ABCC4,A2M,A2M,AAK1,A2M,A2M,ABCC4,A2M,A2M,AAK1,A2M,A2M,ABCC4,A2M,A2M,AAK1,A2M,A2M
1,ABLIM3,AATK,AATK,AASS,AAK1,A4GALT,ABLIM3,AATK,AATK,AASS,AAK1,A4GALT,ABLIM3,AATK,AATK,AASS,AAK1,A4GALT,ABLIM3,AATK,AATK,AASS,AAK1,A4GALT,ABLIM3,AATK,AATK,AASS,AAK1,A4GALT
2,ACPP,ABCC4,ABCC1,AATK,AAR2,AACS,ACPP,ABCC4,ABCC1,AATK,AAR2,AACS,ACPP,ABCC4,ABCC1,AATK,AAR2,AACS,ACPP,ABCC4,ABCC1,AATK,AAR2,AACS,ACPP,ABCC4,ABCC1,AATK,AAR2,AACS
3,ACRBP,ABHD11,ABCC3,ABCB1,AARS,AAK1,ACRBP,ABHD11,ABCC3,ABCB1,AARS,AAK1,ACRBP,ABHD11,ABCC3,ABCB1,AARS,AAK1,ACRBP,ABHD11,ABCC3,ABCB1,AARS,AAK1,ACRBP,ABHD11,ABCC3,ABCB1,AARS,AAK1
4,ACTN1,ABHD12,ABCC4,ABCB10,AARS2,AAR2,ACTN1,ABHD12,ABCC4,ABCB10,AARS2,AAR2,ACTN1,ABHD12,ABCC4,ABCB10,AARS2,AAR2,ACTN1,ABHD12,ABCC4,ABCB10,AARS2,AAR2,ACTN1,ABHD12,ABCC4,ABCB10,AARS2,AAR2
5,ACTR2,ABL2,ABCC5,ABCC1,AASDH,AARS,ACTR2,ABL2,ABCC5,ABCC1,AASDH,AARS,ACTR2,ABL2,ABCC5,ABCC1,AASS,AARS,ACTR2,ABL2,ABCC5,ABCC1,AASDH,AARS,ACTR2,ABL2,ABCC5,ABCC1,AASS,AARS
6,ADGRG6,ABLIM1,ABHD11,ABCC3,AASS,AARS2,ADGRG6,ABLIM1,ABHD11,ABCC3,AASS,AARS2,ADGRG6,ABLIM1,ABHD11,ABCC3,AATK,AARS2,ADGRG6,ABLIM1,ABHD11,ABCC3,AASS,AARS2,ADGRG6,ABLIM1,ABHD11,ABCC3,AATK,AARS2
7,ADGRL4,ABLIM3,ABHD12,ABCC4,AATK,AARSD1,ADIPOR1,ABLIM3,ABHD12,ABCC4,AATK,AARSD1,ADIPOR1,ABLIM3,ABHD12,ABCC4,ABCA10,AARSD1,ADIPOR1,ABLIM3,ABHD12,ABCC4,AATK,AARSD1,ADGRL4,ABLIM3,ABHD12,ABCC4,ABCA10,AARSD1
8,ADIPOR1,AC009506.1,ABHD14B,ABCC5,ABCA1,AASDH,ADIPOR2,AC009506.1,ABHD14B,ABCC5,ABCA1,AASDH,ADIPOR2,AC009506.1,ABHD14B,ABCC5,ABCA3,AASDH,ADIPOR2,AC009506.1,ABHD14B,ABCC5,ABCA1,AASDH,ADIPOR1,AC009506.1,ABHD14B,ABCC5,ABCA3,AASDH
9,ADIPOR2,ACRBP,ABHD17A,ABHD11,ABCA10,AASDHPPT,AFF1,ACRBP,ABHD17A,ABHD11,ABCA10,AASDHPPT,AFF1,ACRBP,ABHD17A,ABHD11,ABCB1,AASDHPPT,AFF1,ACRBP,ABHD17A,ABHD11,ABCA10,AASDHPPT,ADIPOR2,ACRBP,ABHD17A,ABHD11,ABCB1,AASDHPPT
10,AFF1,ACSL1,ABHD3,ABHD12,ABCA3,AASS,AGPAT1,ACSL1,ABHD3,ABHD12,ABCA3,AASS,AGPAT1,ACSL1,ABHD3,ABHD12,ABCB10,AASS,AGPAT1,ACSL1,ABHD3,ABHD12,ABCA3,AASS,AFF1,ACSL1,ABHD3,ABHD12,ABCB10,AASS
11,AGPAT1,ACTN1,ABHD4,ABHD14B,ABCB1,AATF,AGPAT5,ACTN1,ABHD4,ABHD14B,ABCB1,AATF,AGPAT5,ACTN1,ABHD4,ABHD14B,ABCC1,AATF,AGPAT5,ACTN1,ABHD4,ABHD14B,ABCB1,AATF,AGPAT1,ACTN1,ABHD4,ABHD14B,ABCC1,AATF
12,AGPAT5,ACTN4,ABL2,ABHD17A,ABCB10,AATK,AGT,ACTN4,ABL2,ABHD17A,ABCB10,AATK,AGT,ACTN4,ABL2,ABHD17A,ABCC3,AATK,AGT,ACTN4,ABL2,ABHD17A,ABCB10,AATK,AGPAT5,ACTN4,ABL2,ABHD17A,ABCC3,AATK
13,AGT,ACTR2,ABLIM1,ABHD3,ABCC1,ABCA1,AKAP13,ACTR2,ABLIM1,ABHD3,ABCC1,ABCA1,AKAP13,ACTR2,ABLIM1,ABHD3,ABCC4,ABCA1,AKAP13,ACTR2,ABLIM1,ABHD3,ABCC1,ABCA1,AGT,ACTR2,ABLIM1,ABHD3,ABCC4,ABCA1
14,AKAP13,ACTR3,ABLIM3,ABHD4,ABCC3,ABCA10,AKIRIN1,ACTR3,ABLIM3,ABHD4,ABCC3,ABCA10,AKIRIN1,ACTR3,ABLIM3,ABHD4,ABCC5,ABCA10,AKIRIN1,ACTR3,ABLIM3,ABHD4,ABCC3,ABCA10,AKAP13,ACTR3,ABLIM3,ABHD4,ABCC5,ABCA10
15,AKIRIN1,ACVR2A,ABO,ABHD5,ABCC4,ABCA13,AKIRIN2,ACVR2A,ABO,ABHD5,ABCC4,ABCA13,AKIRIN2,ACVR2A,ABO,ABHD5,ABCD4,ABCA13,AKIRIN2,ACVR2A,ABO,ABHD5,ABCC4,ABCA13,AKIRIN1,ACVR2A,ABO,ABHD5,ABCD4,ABCA13
16,AKIRIN2,ADAM28,AC009506.1,ABHD6,ABCC5,ABCA2,AMBP,ADAM28,AC009506.1,ABHD6,ABCC5,ABCA2,AMBP,ADAM28,AC009506.1,ABHD6,ABCE1,ABCA2,AMBP,ADAM28,AC009506.1,ABHD6,ABCC5,ABCA2,AKIRIN2,ADAM28,AC009506.1,ABHD6,ABCE1,ABCA2
17,AMBP,ADAMTS1,ACKR3,ABI2,ABCD4,ABCA3,ANK1,ADAMTS1,ACKR3,ABI2,ABCD4,ABCA3,ANK1,ADAMTS1,ACKR3,ABI2,ABCG1,ABCA3,ANK1,ADAMTS1,ACKR3,ABI2,ABCD4,ABCA3,AMBP,ADAMTS1,ACKR3,ABI2,ABCG1,ABCA3
18,ANK1,ADGRE2,ACLY,ABL2,ABCE1,ABCA5,ANKRD28,ADGRE2,ACLY,ABL2,ABCE1,ABCA5,ANKRD28,ADGRE2,ACLY,ABL2,ABCG2,ABCA5,ANKRD28,ADGRE2,ACLY,ABL2,ABCE1,ABCA5,ANK1,ADGRE2,ACLY,ABL2,ABCG2,ABCA5
19,ANKRD28,ADGRG6,ACP1,ABLIM1,ABCG1,ABCB1,ANKRD33B,ADGRG6,ACP1,ABLIM1,ABCG1,ABCB1,ANKRD33B,ADGRG6,ACP1,ABLIM1,ABHD11,ABCB1,ANKRD33B,ADGRG6,ACP1,ABLIM1,ABCG1,ABCB1,ANKRD28,ADGRG6,ACP1,ABLIM1,ABHD11,ABCB1
20,ANKRD33B,ADGRL4,ACPP,ABLIM3,ABCG2,ABCB10,ANO6,ADGRL4,ACPP,ABLIM3,ABCG2,ABCB10,ANO6,ADGRL4,ACPP,ABLIM3,ABHD12,ABCB10,ANO6,ADGRL4,ACPP,ABLIM3,ABCG2,ABCB10,ANKRD33B,ADGRL4,ACPP,ABLIM3,ABHD12,ABCB10
21,ANO6,ADIPOR1,ACRBP,ABO,ABHD11,ABCB11,APOBEC3A,ADIPOR1,ACRBP,ABO,ABHD11,ABCB11,APOBEC3A,ADIPOR1,ACRBP,ABO,ABHD14B,ABCB11,APOBEC3A,ADIPOR1,ACRBP,ABO,ABHD11,ABCB11,ANO6,ADIPOR1,ACRBP,ABO,ABHD14B,ABCB11
22,APOBEC3A,ADIPOR2,ACSL1,AC009506.1,ABHD12,ABCB4,APOD,ADIPOR2,ACSL1,AC009506.1,ABHD12,ABCB4,APOD,ADIPOR2,ACSL1,AC009506.1,ABHD15,ABCB4,APP,ADIPOR2,ACSL1,AC009506.1,ABHD12,ABCB4,APOBEC3A,ADIPOR2,ACSL1,AC009506.1,ABHD15,ABCB4
23,APOD,AFF1,ACTN1,ACADM,ABHD14B,ABCB7,APP,AFF1,ACTN1,ACADM,ABHD14B,ABCB7,APP,AFF1,ACTN1,ACADM,ABHD17A,ABCB7,AQP10,AFF1,ACTN1,ACADM,ABHD14B,ABCB7,APP,AFF1,ACTN1,ACADM,ABHD17A,ABCB7
24,APP,AGER,ACTN4,ACCS,ABHD15,ABCB8,AQP10,AGER,ACTN4,ACCS,ABHD15,ABCB8,AQP10,AGER,ACTN4,ACCS,ABHD3,ABCB8,ARF1,AGER,ACTN4,ACCS,ABHD15,ABCB8,AQP10,AGER,ACTN4,ACCS,ABHD3,ABCB8
25,AQP10,AGL,ACTR2,ACKR3,ABHD17A,ABCC1,ARF1,AGL,ACTR2,ACKR3,ABHD17A,ABCC1,ARF1,AGL,ACTR2,ACKR3,ABHD4,ABCC1,ARG2,AGL,ACTR2,ACKR3,ABHD17A,ABCC1,ARF1,AGL,ACTR2,ACKR3,ABHD4,ABCC1
26,ARF1,AGPAT1,ACTR3,ACLY,ABHD3,ABCC11,ARG2,AGPAT1,ACTR3,ACLY,ABHD3,ABCC11,ARG2,AGPAT1,ACTR3,ACLY,ABHD5,ABCC11,ARHGAP18,AGPAT1,ACTR3,ACLY,ABHD3,ABCC11,ARG2,AGPAT1,ACTR3,ACLY,ABHD5,ABCC11
27,ARG2,AGPAT5,ACVR1,ACP1,ABHD4,ABCC13,ARHGAP18,AGPAT5,ACVR1,ACP1,ABHD4,ABCC13,ARHGAP18,AGPAT5,ACVR1,ACP1,ABHD6,ABCC13,ARHGAP30,AGPAT5,ACVR1,ACP1,ABHD4,ABCC13,ARHGAP18,AGPAT5,ACVR1,ACP1,ABHD6,ABCC13
28,ARHGAP18,AGTRAP,ACVR2A,ACPP,ABHD5,ABCC3,ARHGAP30,AGTRAP,ACVR2A,ACPP,ABHD5,ABCC3,ARHGAP30,AGTRAP,ACVR2A,ACPP,ABI2,ABCC3,ARHGAP6,AGTRAP,ACVR2A,ACPP,ABHD5,ABCC3,ARHGAP30,AGTRAP,ACVR2A,ACPP,ABI2,ABCC3
29,ARHGAP30,AHR,ACYP2,ACRBP,ABHD6,ABCC4,ARHGAP6,AHR,ACYP2,ACRBP,ABHD6,ABCC4,ARHGAP6,AHR,ACYP2,ACRBP,ABI3,ABCC4,ARHGDIB,AHR,ACYP2,ACRBP,ABHD6,ABCC4,ARHGAP6,AHR,ACYP2,ACRBP,ABI3,ABCC4
30,ARHGAP6,AKAP13,ADAM28,ACSL1,ABI2,ABCC5,ARHGDIB,AKAP13,ADAM28,ACSL1,ABI2,ABCC5,ARHGDIB,AKAP13,ADAM28,ACSL1,ABL1,ABCC5,ARHGEF12,AKAP13,ADAM28,ACSL1,ABI2,ABCC5,ARHGDIB,AKAP13,ADAM28,ACSL1,ABL1,ABCC5
