,17931-NUSVR--nu=0.05-C=0.1,17931-NUSVR--nu=0.1-C=0.1,17931-NUSVR--nu=0.15-C=0.1,17931-NUSVR--nu=0.25-C=0.1,17931-NUSVR--nu=0.5-C=0.1,17931-NUSVR--nu=0.75-C=0.1,17931-NUSVR--nu=0.05-C=0.5,17931-NUSVR--nu=0.1-C=0.5,17931-NUSVR--nu=0.15-C=0.5,17931-NUSVR--nu=0.25-C=0.5,17931-NUSVR--nu=0.5-C=0.5,17931-NUSVR--nu=0.75-C=0.5,17931-NUSVR--nu=0.05-C=0.75,17931-NUSVR--nu=0.1-C=0.75,17931-NUSVR--nu=0.15-C=0.75,17931-NUSVR--nu=0.25-C=0.75,17931-NUSVR--nu=0.5-C=0.75,17931-NUSVR--nu=0.75-C=0.75,17931-NUSVR--nu=0.05-C=1,17931-NUSVR--nu=0.1-C=1,17931-NUSVR--nu=0.15-C=1,17931-NUSVR--nu=0.25-C=1,17931-NUSVR--nu=0.5-C=1,17931-NUSVR--nu=0.75-C=1,17931-NUSVR--nu=0.05-C=10,17931-NUSVR--nu=0.1-C=10,17931-NUSVR--nu=0.15-C=10,17931-NUSVR--nu=0.25-C=10,17931-NUSVR--nu=0.5-C=10,17931-NUSVR--nu=0.75-C=10
0,ABHD12,ABHD11,ABCB1,A2M,A2M,A1CF,ABHD12,ABHD11,ABCB1,A2M,A2M,A1CF,ABHD12,ABHD11,ABCB1,A2M,A2M,A1CF,ABHD12,ABHD11,ABCB1,A2M,A2M,A1CF,ABHD12,ABHD11,ABCB1,A2M,A2M,A1CF
1,ABL2,ABHD12,ABHD11,AASDH,AAK1,A2M,ABL2,ABHD12,ABHD11,AASDH,AAK1,A2M,ABL2,ABHD12,ABHD11,AASDH,AAK1,A2M,ABL2,ABHD12,ABHD11,AASDH,AAK1,A2M,ABL2,ABHD12,ABHD11,AASDH,AAK1,A2M
2,ABLIM3,ABHD3,ABHD12,ABCB1,AAMP,A4GNT,ABLIM3,ABHD3,ABHD12,ABCB1,AAMP,A4GNT,ABLIM3,ABHD3,ABHD12,ABCB1,AAMP,AACS,ABLIM3,ABHD3,ABHD12,ABCB1,AAMP,AACS,ABLIM3,ABHD3,ABHD12,ABCB1,AAMP,AACS
3,ABTB1,ABL2,ABHD3,ABCB9,AARS,AACS,ABTB1,ABL2,ABHD3,ABCB9,AARS,AACS,ABTB1,ABL2,ABHD3,ABCB9,AARS,AAK1,ABTB1,ABL2,ABHD3,ABCB9,AARS,AAK1,ABTB1,ABL2,ABHD3,ABCB9,AARS,AAK1
4,ACPP,ABLIM3,ABHD5,ABCC3,AARSD1,AAK1,ACPP,ABLIM3,ABHD5,ABCC3,AARSD1,AAK1,ACPP,ABLIM3,ABHD5,ABCC3,AARSD1,AAMDC,ACPP,ABLIM3,ABHD5,ABCC3,AARSD1,AAMDC,ACPP,ABLIM3,ABHD5,ABCC3,AARSD1,AAMDC
5,ACRBP,ABTB1,ABI3BP,ABCD3,AASDH,AAMDC,ACRBP,ABTB1,ABI3BP,ABCD3,AASDH,AAMDC,ACRBP,ABTB1,ABI3BP,ABCD3,AASDH,AAMP,ACRBP,ABTB1,ABI3BP,ABCD3,AASDH,AAMP,ACRBP,ABTB1,ABI3BP,ABCD3,AASDH,AAMP
6,ACTN1,ACER3,ABL2,ABHD11,AASDHPPT,AAMP,ACTN1,ACER3,ABL2,ABHD11,AASDHPPT,AAMP,ACTN1,ACER3,ABL2,ABHD11,AASDHPPT,AAR2,ACTN1,ACER3,ABL2,ABHD11,AASDHPPT,AAR2,ACTN1,ACER3,ABL2,ABHD11,AASDHPPT,AAR2
7,ACTN4,ACPP,ABLIM3,ABHD12,AASS,AAR2,ACTN4,ACPP,ABLIM3,ABHD12,AASS,AAR2,ACTN4,ACPP,ABLIM3,ABHD12,AASS,AARS,ACTN4,ACPP,ABLIM3,ABHD12,AASS,AARS,ACTN4,ACPP,ABLIM3,ABHD12,AASS,AARS
8,ADAM28,ACRBP,ABTB1,ABHD13,AATF,AARS,ADAM28,ACRBP,ABTB1,ABHD13,AATF,AARS,ADAM28,ACRBP,ABTB1,ABHD13,AATF,AARSD1,ADAM28,ACRBP,ABTB1,ABHD13,AATF,AARSD1,ADAM28,ACRBP,ABTB1,ABHD13,AATF,AARSD1
9,ADGRG6,ACTN1,AC009506.1,ABHD3,ABCA2,AARSD1,ADGRG6,ACTN1,AC009506.1,ABHD3,ABCA2,AARSD1,ADGRG6,ACTN1,AC009506.1,ABHD3,ABCA2,AASDH,ADGRG6,ACTN1,AC009506.1,ABHD3,ABCA2,AASDH,ADGRG6,ACTN1,AC009506.1,ABHD3,ABCA2,AASDH
