,2526-NUSVR--nu=0.05-C=0.1,2526-NUSVR--nu=0.1-C=0.1,2526-NUSVR--nu=0.15-C=0.1,2526-NUSVR--nu=0.25-C=0.1,2526-NUSVR--nu=0.5-C=0.1,2526-NUSVR--nu=0.75-C=0.1,2526-NUSVR--nu=0.05-C=0.5,2526-NUSVR--nu=0.1-C=0.5,2526-NUSVR--nu=0.15-C=0.5,2526-NUSVR--nu=0.25-C=0.5,2526-NUSVR--nu=0.5-C=0.5,2526-NUSVR--nu=0.75-C=0.5,2526-NUSVR--nu=0.05-C=0.75,2526-NUSVR--nu=0.1-C=0.75,2526-NUSVR--nu=0.15-C=0.75,2526-NUSVR--nu=0.25-C=0.75,2526-NUSVR--nu=0.5-C=0.75,2526-NUSVR--nu=0.75-C=0.75,2526-NUSVR--nu=0.05-C=1,2526-NUSVR--nu=0.1-C=1,2526-NUSVR--nu=0.15-C=1,2526-NUSVR--nu=0.25-C=1,2526-NUSVR--nu=0.5-C=1,2526-NUSVR--nu=0.75-C=1,2526-NUSVR--nu=0.05-C=10,2526-NUSVR--nu=0.1-C=10,2526-NUSVR--nu=0.15-C=10,2526-NUSVR--nu=0.25-C=10,2526-NUSVR--nu=0.5-C=10,2526-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,AASDH,A4GALT,A2M,A1BG,ABCA8,ABCA8,AASDH,A4GALT,A2M,A1BG,ABCA8,ABCA8,AASDH,A4GALT,A2M,A1BG,ABCA8,ABCA8,AASDH,A4GALT,A2M,A1BG,ABCA8,ABCA8,AASDH,A4GALT,A2M,A1BG
1,ABL2,ABCC3,ABCA8,AARS,A4GALT,A2M,ABL2,ABCC3,ABCA8,AARS,A4GALT,A2M,ABL2,ABCC3,ABCA8,AARS,A4GALT,A2M,ABL2,ABCC3,ABCA8,AARS,A4GALT,A2M,ABL2,ABCC3,ABCA8,AARS,A4GALT,A2M
2,ABLIM3,ABHD3,ABCB1,AASDH,AAK1,A4GALT,ABLIM3,ABHD3,ABCB1,AASDH,AAK1,A4GALT,ABLIM3,ABHD3,ABCB1,AASDH,AAK1,A4GALT,ABLIM3,ABHD3,ABCB1,AASDH,AAK1,A4GALT,ABLIM3,ABHD3,ABCB1,AASDH,AAK1,A4GALT
3,ACPP,ABL2,ABCC3,AATF,AAMP,AADACP1,ACPP,ABL2,ABCC3,AATF,AAMP,AADACP1,ACPP,ABL2,ABCC3,AATF,AAMP,AADACP1,ACPP,ABL2,ABCC3,AATF,AAMP,AADACP1,ACPP,ABL2,ABCC3,AATF,AAMP,AADACP1
4,ACRBP,ABLIM1,ABHD3,ABCA5,AAR2,AADAT,ACRBP,ABLIM1,ABHD3,ABCA5,AAR2,AADAT,ACRBP,ABLIM1,ABHD3,ABCA5,AAR2,AADAT,ACRBP,ABLIM1,ABHD3,ABCA5,AAR2,AADAT,ACRBP,ABLIM1,ABHD3,ABCA5,AAR2,AADAT
5,ACTC1,ABLIM3,ABHD6,ABCA8,AARD,AAK1,ACTC1,ABLIM3,ABL2,ABCA8,AARD,AAK1,ACTC1,ABLIM3,ABL2,ABCA8,AARD,AAK1,ACTC1,ABLIM3,ABL2,ABCA8,AARD,AAK1,ACTC1,ABLIM3,ABL2,ABCA8,AARD,AAK1
6,ACTN1,ACLY,ABL2,ABCB1,AARS,AAMDC,ACTN1,ACLY,ABLIM1,ABCB1,AARS,AAMDC,ACTN1,ACLY,ABLIM1,ABCB1,AARS,AAMDC,ACTN1,ACLY,ABLIM1,ABCB1,AARS,AAMDC,ACTN1,ACLY,ABLIM1,ABCB1,AARS,AAMDC
7,ACTN4,ACP5,ABLIM1,ABCB9,AARS2,AAMP,ACTN4,ACP5,ABLIM3,ABCB9,AARS2,AAMP,ACTN4,ACP5,ABLIM3,ABCB9,AARS2,AAMP,ACTN4,ACP5,ABLIM3,ABCB9,AARS2,AAMP,ACTN4,ACP5,ABLIM3,ABCB9,AARS2,AAMP
8,ACTR2,ACPP,ABLIM3,ABCC3,AARSD1,AAR2,ACTR2,ACPP,ACLY,ABCC3,AARSD1,AAR2,ACTR2,ACPP,ACLY,ABCC3,AARSD1,AAR2,ACTR2,ACPP,ACLY,ABCC3,AARSD1,AAR2,ACTR2,ACPP,ACLY,ABCC3,AARSD1,AAR2
9,ACYP1,ACRBP,ACLY,ABCD4,AASDH,AARD,ACYP1,ACRBP,ACOT11,ABCD4,AASDH,AARD,ACYP1,ACRBP,ACOT11,ABCD4,AASDH,AARD,ACYP1,ACRBP,ACOT11,ABCD4,AASDH,AARD,ACYP1,ACRBP,ACOT11,ABCD4,AASDH,AARD
10,ADAMTS2,ACTN1,ACOT11,ABHD12,AASS,AARS,ADAMTS2,ACTN1,ACP5,ABHD12,AASS,AARS,ADAMTS2,ACTN1,ACP5,ABHD12,AASS,AARS,ADAMTS2,ACTN1,ACP5,ABHD12,AASS,AARS,ADAMTS2,ACTN1,ACP5,ABHD12,AASS,AARS
11,ADGRG6,ACTN4,ACP5,ABHD3,AATF,AARS2,ADGRG6,ACTN4,ACPP,ABHD3,AATF,AARS2,ADGRG6,ACTN4,ACPP,ABHD3,AATF,AARS2,ADGRG6,ACTN4,ACPP,ABHD3,AATF,AARS2,ADGRG6,ACTN4,ACPP,ABHD3,AATF,AARS2
12,ADGRL4,ACTR2,ACPP,ABHD5,ABCA1,AARSD1,ADGRL4,ACTR2,ACRBP,ABHD5,ABCA1,AARSD1,ADGRL4,ACTR2,ACRBP,ABHD5,ABCA1,AARSD1,ADGRL4,ACTR2,ACRBP,ABHD5,ABCA1,AARSD1,ADGRL4,ACTR2,ACRBP,ABHD5,ABCA1,AARSD1
13,ADIPOR1,ACTR3,ACRBP,ABHD6,ABCA5,AASDH,ADIPOR1,ACTR3,ACTN1,ABHD6,ABCA5,AASDH,ADIPOR1,ACTR3,ACTN1,ABHD6,ABCA5,AASDH,ADIPOR1,ACTR3,ACTN1,ABHD6,ABCA5,AASDH,ADIPOR1,ACTR3,ACTN1,ABHD6,ABCA5,AASDH
14,ADPGK,ACYP1,ACTN1,ABL1,ABCA8,AASDHPPT,ADPGK,ACYP1,ACTN4,ABL1,ABCA8,AASDHPPT,ADPGK,ACYP1,ACTN4,ABL1,ABCA8,AASDHPPT,ADPGK,ACYP1,ACTN4,ABL1,ABCA8,AASDHPPT,ADPGK,ACYP1,ACTN4,ABL1,ABCA8,AASDHPPT
