,11398-NUSVR--nu=0.05-C=0.1,11398-NUSVR--nu=0.1-C=0.1,11398-NUSVR--nu=0.15-C=0.1,11398-NUSVR--nu=0.25-C=0.1,11398-NUSVR--nu=0.5-C=0.1,11398-NUSVR--nu=0.75-C=0.1,11398-NUSVR--nu=0.05-C=0.5,11398-NUSVR--nu=0.1-C=0.5,11398-NUSVR--nu=0.15-C=0.5,11398-NUSVR--nu=0.25-C=0.5,11398-NUSVR--nu=0.5-C=0.5,11398-NUSVR--nu=0.75-C=0.5,11398-NUSVR--nu=0.05-C=0.75,11398-NUSVR--nu=0.1-C=0.75,11398-NUSVR--nu=0.15-C=0.75,11398-NUSVR--nu=0.25-C=0.75,11398-NUSVR--nu=0.5-C=0.75,11398-NUSVR--nu=0.75-C=0.75,11398-NUSVR--nu=0.05-C=1,11398-NUSVR--nu=0.1-C=1,11398-NUSVR--nu=0.15-C=1,11398-NUSVR--nu=0.25-C=1,11398-NUSVR--nu=0.5-C=1,11398-NUSVR--nu=0.75-C=1,11398-NUSVR--nu=0.05-C=10,11398-NUSVR--nu=0.1-C=10,11398-NUSVR--nu=0.15-C=10,11398-NUSVR--nu=0.25-C=10,11398-NUSVR--nu=0.5-C=10,11398-NUSVR--nu=0.75-C=10
0,ABCC3,ABCC1,ABCA8,A1BG,A1BG,A1BG,ABCC3,ABCC1,ABCA8,A1BG,A1BG,A1BG,ABCC3,ABCC1,ABCA8,A1BG,A1BG,A1BG,ABCC3,ABCC1,ABCA8,A1BG,A1BG,A1BG,ABCC3,ABCC1,ABCA8,A1BG,A1BG,A1BG
1,ABLIM3,ABCC3,ABCB1,AARS,A2M,A2M,ABLIM3,ABCC3,ABCB1,AARS,A2M,A1CF,ABLIM3,ABCC3,ABCB1,AARS,A2M,A2M,ABLIM3,ABCC3,ABCB1,AARS,A2M,A1CF,ABLIM3,ABCC3,ABCB1,AARS,A2M,A1CF
2,ABTB1,ABHD11,ABCC1,AASDH,A2ML1,A2ML1,ABTB1,ABHD11,ABCC1,AASDH,A2ML1,A2M,ABTB1,ABHD11,ABCC1,AASDH,A2ML1,A2ML1,ABTB1,ABHD11,ABCC1,AASDH,A2ML1,A2M,ABTB1,ABHD11,ABCC1,AASDH,A2ML1,A2M
3,AC009506.1,ABHD12,ABCC3,ABCA5,AACS,A4GALT,AC009506.1,ABHD12,ABCC3,ABCA5,AACS,A2ML1,AC009506.1,ABHD12,ABCC3,ABCA5,AACS,A4GALT,AC009506.1,ABHD12,ABCC3,ABCA5,AACS,A2ML1,AC009506.1,ABHD12,ABCC3,ABCA5,AACS,A2ML1
4,AC147651.4,ABHD17A,ABHD11,ABCA8,AAK1,A4GNT,AC147651.4,ABHD17A,ABHD11,ABCA8,AAK1,A4GALT,AC147651.4,ABHD17A,ABHD11,ABCA8,AAK1,A4GNT,AC147651.4,ABHD17A,ABHD11,ABCA8,AAK1,A4GALT,AC147651.4,ABHD17A,ABHD11,ABCA8,AAK1,A4GALT
5,ACP1,ABHD4,ABHD12,ABCB1,AAMP,AACS,ACP1,ABHD4,ABHD12,ABCB1,AAMP,A4GNT,ACP1,ABHD4,ABHD12,ABCB1,AAMP,AACS,ACP1,ABHD4,ABHD12,ABCB1,AAMP,A4GNT,ACP1,ABHD4,ABHD12,ABCB1,AAMP,A4GNT
6,ACPP,ABHD5,ABHD17A,ABCB9,AARS,AADAC,ACPP,ABHD5,ABHD17A,ABCB9,AARS,AACS,ACPP,ABHD5,ABHD17A,ABCB9,AARS,AADAC,ACPP,ABHD5,ABHD17A,ABCB9,AARS,AACS,ACPP,ABHD5,ABHD17A,ABCB9,AARS,AACS
7,ACRBP,ABLIM3,ABHD3,ABCC1,AASDH,AADAT,ACRBP,ABLIM3,ABHD3,ABCC1,AASDH,AADAC,ACRBP,ABLIM3,ABHD3,ABCC1,AASDH,AADAT,ACRBP,ABLIM3,ABHD3,ABCC1,AASDH,AADAC,ACRBP,ABLIM3,ABHD3,ABCC1,AASDH,AADAC
8,ACTC1,ABTB1,ABHD4,ABCC3,AASDHPPT,AAK1,ACTC1,ABTB1,ABHD4,ABCC3,AASDHPPT,AADAT,ACTC1,ABTB1,ABHD4,ABCC3,AASDHPPT,AAK1,ACTC1,ABTB1,ABHD4,ABCC3,AASDHPPT,AADAT,ACTC1,ABTB1,ABHD4,ABCC3,AASDHPPT,AADAT
9,ACTN1,AC009506.1,ABHD5,ABHD11,AATF,AAMDC,ACTN1,AC009506.1,ABHD5,ABHD11,AATF,AAK1,ACTN1,AC009506.1,ABHD5,ABHD11,AATF,AAMDC,ACTN1,AC009506.1,ABHD5,ABHD11,AATF,AAK1,ACTN1,AC009506.1,ABHD5,ABHD11,AATF,AAK1
