,2550-NUSVR--nu=0.05-C=0.1,2550-NUSVR--nu=0.1-C=0.1,2550-NUSVR--nu=0.15-C=0.1,2550-NUSVR--nu=0.25-C=0.1,2550-NUSVR--nu=0.5-C=0.1,2550-NUSVR--nu=0.75-C=0.1,2550-NUSVR--nu=0.05-C=0.5,2550-NUSVR--nu=0.1-C=0.5,2550-NUSVR--nu=0.15-C=0.5,2550-NUSVR--nu=0.25-C=0.5,2550-NUSVR--nu=0.5-C=0.5,2550-NUSVR--nu=0.75-C=0.5,2550-NUSVR--nu=0.05-C=0.75,2550-NUSVR--nu=0.1-C=0.75,2550-NUSVR--nu=0.15-C=0.75,2550-NUSVR--nu=0.25-C=0.75,2550-NUSVR--nu=0.5-C=0.75,2550-NUSVR--nu=0.75-C=0.75,2550-NUSVR--nu=0.05-C=1,2550-NUSVR--nu=0.1-C=1,2550-NUSVR--nu=0.15-C=1,2550-NUSVR--nu=0.25-C=1,2550-NUSVR--nu=0.5-C=1,2550-NUSVR--nu=0.75-C=1,2550-NUSVR--nu=0.05-C=10,2550-NUSVR--nu=0.1-C=10,2550-NUSVR--nu=0.15-C=10,2550-NUSVR--nu=0.25-C=10,2550-NUSVR--nu=0.5-C=10,2550-NUSVR--nu=0.75-C=10
0,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG
1,ABHD17A,ABCA13,ABCA13,AASS,A2ML1,A2M,ABHD17A,ABCA13,ABCA13,AASS,A2ML1,A2M,ABHD17A,ABCA13,ABCA13,AASS,A2ML1,A2M,ABHD17A,ABCA13,ABCA13,AASS,A2ML1,A2M,ABHD17A,ABCA13,ABCA13,AASS,A2ML1,A2M
2,ABLIM3,ABCC4,ABCB9,AATK,AAK1,A2ML1,ABLIM3,ABCC4,ABCB9,AATK,AAK1,A2ML1,ABLIM3,ABCC4,ABCB9,AATK,AAK1,A2ML1,ABLIM3,ABCC4,ABCB9,AATK,AAK1,A2ML1,ABLIM3,ABCC4,ABCB9,AATK,AAK1,A2ML1
3,ACPP,ABHD11,ABCC3,ABCA13,AAMP,AADAT,ACPP,ABHD11,ABCC3,ABCA13,AAMP,AADAT,ACPP,ABHD11,ABCC3,ABCA13,AAMP,AADAT,ACPP,ABHD11,ABCC3,ABCA13,AAMP,AADAT,ACPP,ABHD11,ABCC3,ABCA13,AAMP,AADAT
4,ACRBP,ABHD12,ABCC4,ABCB1,AARS,AAK1,ACRBP,ABHD12,ABCC4,ABCB1,AARS,AAK1,ACRBP,ABHD12,ABCC4,ABCB1,AARS,AAK1,ACRBP,ABHD12,ABCC4,ABCB1,AARS,AAK1,ACRBP,ABHD12,ABCC4,ABCB1,AARS,AAK1
5,ACTC1,ABHD17A,ABHD11,ABCB9,AASS,AAMP,ACTC1,ABHD17A,ABHD11,ABCB9,AASS,AAMP,ACTC1,ABHD17A,ABHD11,ABCB9,AASS,AAMP,ACTC1,ABHD17A,ABHD11,ABCB9,AASS,AAMP,ACTC1,ABHD17A,ABHD11,ABCB9,AASS,AAMP
6,ACTN1,ABLIM3,ABHD12,ABCC1,AATF,AAR2,ACTN1,ABLIM3,ABHD12,ABCC1,AATF,AAR2,ACTN1,ABLIM3,ABHD12,ABCC1,AATF,AAR2,ACTN1,ABLIM3,ABHD12,ABCC1,AATF,AAR2,ACTN1,ABLIM3,ABHD12,ABCC1,AATF,AAR2
7,ACTN4,ABO,ABHD17A,ABCC3,AATK,AARS,ACTN4,ABO,ABHD17A,ABCC3,AATK,AARS,ACTN4,ABO,ABHD17A,ABCC3,AATK,AARS,ACTN4,ABO,ABHD17A,ABCC3,AATK,AARS,ACTN4,ABO,ABHD17A,ABCC3,AATK,AARS
8,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA13,AARSD1,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA13,AARSD1,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA13,AARSD1,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA13,AARSD1,ACTR2,AC009506.1,ABLIM1,ABCC4,ABCA10,AARSD1
9,ACTR3,ACPP,ABLIM3,ABCG1,ABCA5,AASDH,ACTR3,ACPP,ABLIM3,ABCG1,ABCA5,AASDH,ACTR3,ACPP,ABLIM3,ABCG1,ABCA5,AASDH,ACTR3,ACPP,ABLIM3,ABCG1,ABCA5,AASDH,ACTR3,ACPP,ABLIM3,ABCG1,ABCA13,AASDH
10,ADD3,ACRBP,ABO,ABHD11,ABCB1,AASS,ADD3,ACRBP,ABO,ABHD11,ABCB1,AASS,ADD3,ACRBP,ABO,ABHD11,ABCB1,AASS,ADD3,ACRBP,ABO,ABHD11,ABCB1,AASS,ADD3,ACRBP,ABO,ABHD11,ABCA5,AASS
11,ADGRG6,ACSL4,AC009506.1,ABHD12,ABCB10,AATF,ADGRG6,ACSL4,AC009506.1,ABHD12,ABCB10,AATF,ADGRG6,ACSL4,AC009506.1,ABHD12,ABCB10,AATF,ADGRG6,ACSL4,AC009506.1,ABHD12,ABCB10,AATF,ADGRG6,ACSL4,AC009506.1,ABHD12,ABCB1,AATF
12,ADGRL4,ACTC1,AC098617.1,ABHD17A,ABCB8,AATK,ADGRL4,ACTC1,AC098617.1,ABHD17A,ABCB8,AATK,ADGRL4,ACTC1,AC098617.1,ABHD17A,ABCB8,AATK,ADGRL4,ACTC1,AC098617.1,ABHD17A,ABCB8,AATK,ADGRL4,ACTC1,AC098617.1,ABHD17A,ABCB10,AATK
13,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCB9,ABCA1,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCB9,ABCA1,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCB9,ABCA1,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCB9,ABCA1,ADIPOR1,ACTN1,ACAP2,ABHD3,ABCB8,ABCA1
14,ADIPOR2,ACTN4,ACCS,ABHD4,ABCC1,ABCA10,ADIPOR2,ACTN4,ACCS,ABHD4,ABCC1,ABCA10,ADIPOR2,ACTN4,ACCS,ABHD4,ABCC1,ABCA10,ADIPOR2,ACTN4,ACCS,ABHD4,ABCC1,ABCA10,ADIPOR2,ACTN4,ACCS,ABHD4,ABCB9,ABCA10
15,AGPAT5,ACTR2,ACOT11,ABHD5,ABCC3,ABCA13,AGPAT5,ACTR2,ACOT11,ABHD5,ABCC3,ABCA13,AGPAT5,ACTR2,ACOT11,ABHD5,ABCC3,ABCA13,AGPAT5,ACTR2,ACOT11,ABHD5,ABCC3,ABCA13,AGPAT5,ACTR2,ACOT11,ABHD5,ABCC1,ABCA13
16,AGT,ACTR3,ACP2,ABI2,ABCC4,ABCA3,AGT,ACTR3,ACP2,ABI2,ABCC4,ABCA3,AGT,ACTR3,ACP2,ABI2,ABCC4,ABCA3,AGT,ACTR3,ACP2,ABI2,ABCC4,ABCA3,AGT,ACTR3,ACP2,ABI2,ABCC3,ABCA3
17,AGTRAP,ACVR2A,ACPP,ABL2,ABCD4,ABCA5,AGTRAP,ACVR2A,ACPP,ABL2,ABCD4,ABCA5,AGTRAP,ACVR2A,ACPP,ABL2,ABCD4,ABCA5,AGTRAP,ACVR2A,ACPP,ABL2,ABCD4,ABCA5,AGTRAP,ACVR2A,ACPP,ABL2,ABCC4,ABCA5
18,AKNA,ACYP2,ACRBP,ABLIM1,ABCE1,ABCB1,AKNA,ACYP2,ACRBP,ABLIM1,ABCE1,ABCB1,AKNA,ACYP2,ACRBP,ABLIM1,ABCE1,ABCB1,AKNA,ACYP2,ACRBP,ABLIM1,ABCE1,ABCB1,AKNA,ACYP2,ACRBP,ABLIM1,ABCD4,ABCB1
19,AKR7A2,ADAM10,ACSL4,ABLIM3,ABCF2,ABCB10,AKR7A2,ADAM10,ACSL4,ABLIM3,ABCF2,ABCB10,AKR7A2,ADAM10,ACSL4,ABLIM3,ABCF2,ABCB10,AKR7A2,ADAM10,ACSL4,ABLIM3,ABCF2,ABCB10,AKR7A2,ADAM10,ACSL4,ABLIM3,ABCE1,ABCB10
20,AMD1,ADD3,ACTC1,ABO,ABCG1,ABCB7,AMD1,ADD3,ACTC1,ABO,ABCG1,ABCB7,AMD1,ADD3,ACTC1,ABO,ABCG1,ABCB7,AMD1,ADD3,ACTC1,ABO,ABCG1,ABCB7,AMD1,ADD3,ACTC1,ABO,ABCF2,ABCB7
21,ANK3,ADGRG3,ACTN1,ABTB1,ABHD11,ABCB8,ANK3,ADGRG3,ACTN1,ABTB1,ABHD11,ABCB8,ANK3,ADGRG3,ACTN1,ABTB1,ABHD11,ABCB8,ANK3,ADGRG3,ACTN1,ABTB1,ABHD11,ABCB8,ANK3,ADGRG3,ACTN1,ABTB1,ABCG1,ABCB8
22,ANKRD28,ADGRG6,ACTN4,AC009506.1,ABHD12,ABCB9,ANKRD28,ADGRG6,ACTN4,AC009506.1,ABHD12,ABCB9,ANKRD28,ADGRG6,ACTN4,AC009506.1,ABHD12,ABCB9,ANKRD28,ADGRG6,ACTN4,AC009506.1,ABHD12,ABCB9,ANKRD28,ADGRG6,ACTN4,AC009506.1,ABHD11,ABCB9
23,ANKRD33B,ADGRL4,ACTR2,AC098617.1,ABHD12B,ABCC1,ANKRD33B,ADGRL4,ACTR2,AC098617.1,ABHD12B,ABCC1,ANKRD33B,ADGRL4,ACTR2,AC098617.1,ABHD12B,ABCC1,ANKRD33B,ADGRL4,ACTR2,AC098617.1,ABHD12B,ABCC1,ANKRD33B,ADGRL4,ACTR2,AC098617.1,ABHD12,ABCC1
24,ANKRD36C,ADIPOR1,ACTR3,ACADM,ABHD14A,ABCC13,ANKRD36C,ADIPOR1,ACTR3,ACADM,ABHD14A,ABCC13,ANKRD36C,ADIPOR1,ACTR3,ACADM,ABHD14A,ABCC13,ANKRD36C,ADIPOR1,ACTR3,ACADM,ABHD14A,ABCC13,ANKRD36C,ADIPOR1,ACTR3,ACADM,ABHD12B,ABCC13
25,ANKRD9,ADIPOR2,ACVR2A,ACAP2,ABHD14B,ABCC3,ANKRD9,ADIPOR2,ACVR2A,ACAP2,ABHD14B,ABCC3,ANKRD9,ADIPOR2,ACVR2A,ACAP2,ABHD14B,ABCC3,ANKRD9,ADIPOR2,ACVR2A,ACAP2,ABHD14B,ABCC3,ANKRD9,ADIPOR2,ACVR2A,ACAP2,ABHD14A,ABCC3
26,ANO6,AFF1,ACYP1,ACBD6,ABHD17A,ABCC4,ANO6,AFF1,ACYP1,ACBD6,ABHD17A,ABCC4,ANO6,AFF1,ACYP1,ACBD6,ABHD17A,ABCC4,ANO6,AFF1,ACYP1,ACBD6,ABHD17A,ABCC4,ANO6,AFF1,ACYP1,ACBD6,ABHD14B,ABCC4
27,ANP32A,AGO1,ACYP2,ACCS,ABHD3,ABCD3,ANP32A,AGO1,ACYP2,ACCS,ABHD3,ABCD3,ANP32A,AGO1,ACYP2,ACCS,ABHD3,ABCD3,ANP32A,AGO1,ACYP2,ACCS,ABHD3,ABCD3,ANP32A,AGO1,ACYP2,ACCS,ABHD17A,ABCD3
28,ANP32B,AGPAT5,ADAM10,ACKR3,ABHD4,ABCD4,ANP32B,AGPAT5,ADAM10,ACKR3,ABHD4,ABCD4,ANP32B,AGPAT5,ADAM10,ACKR3,ABHD4,ABCD4,ANP32B,AGPAT5,ADAM10,ACKR3,ABHD4,ABCD4,ANP32B,AGPAT5,ADAM10,ACKR3,ABHD3,ABCD4
29,ANXA13,AGT,ADAM8,ACLY,ABHD5,ABCE1,ANXA13,AGT,ADAM8,ACLY,ABHD5,ABCE1,ANXA13,AGT,ADAM8,ACLY,ABHD5,ABCE1,ANXA13,AGT,ADAM8,ACLY,ABHD5,ABCE1,ANXA13,AGT,ADAM8,ACLY,ABHD4,ABCE1
