,11202-NUSVR--nu=0.05-C=0.1,11202-NUSVR--nu=0.1-C=0.1,11202-NUSVR--nu=0.15-C=0.1,11202-NUSVR--nu=0.25-C=0.1,11202-NUSVR--nu=0.5-C=0.1,11202-NUSVR--nu=0.75-C=0.1,11202-NUSVR--nu=0.05-C=0.5,11202-NUSVR--nu=0.1-C=0.5,11202-NUSVR--nu=0.15-C=0.5,11202-NUSVR--nu=0.25-C=0.5,11202-NUSVR--nu=0.5-C=0.5,11202-NUSVR--nu=0.75-C=0.5,11202-NUSVR--nu=0.05-C=0.75,11202-NUSVR--nu=0.1-C=0.75,11202-NUSVR--nu=0.15-C=0.75,11202-NUSVR--nu=0.25-C=0.75,11202-NUSVR--nu=0.5-C=0.75,11202-NUSVR--nu=0.75-C=0.75,11202-NUSVR--nu=0.05-C=1,11202-NUSVR--nu=0.1-C=1,11202-NUSVR--nu=0.15-C=1,11202-NUSVR--nu=0.25-C=1,11202-NUSVR--nu=0.5-C=1,11202-NUSVR--nu=0.75-C=1,11202-NUSVR--nu=0.05-C=10,11202-NUSVR--nu=0.1-C=10,11202-NUSVR--nu=0.15-C=10,11202-NUSVR--nu=0.25-C=10,11202-NUSVR--nu=0.5-C=10,11202-NUSVR--nu=0.75-C=10
0,ABL2,ABHD11,AAK1,A2M,A1BG,A1BG,ABL2,ABCC5,AAK1,A2M,A1BG,A1BG,ABL2,ABCC5,AAK1,A2M,A1BG,A1BG,ABL2,ABCC5,AAK1,A2M,A1BG,A1BG,ABL2,ABCC5,AAK1,A2M,A1BG,A1BG
1,ABLIM3,ABHD12,ABCC4,AAK1,A2M,A2M,ABLIM3,ABHD11,ABCC4,AAK1,A2M,A2M,ABLIM3,ABHD11,ABCC4,AAK1,A2M,A2M,ABLIM3,ABHD11,ABCC4,AAK1,A2M,A2M,ABLIM3,ABHD11,ABCC4,AAK1,A2M,A2M
2,ABTB1,ABHD17A,ABCC5,AASS,AAK1,A4GALT,ABTB1,ABHD12,ABCC5,AASS,AAK1,A4GALT,ABTB1,ABHD12,ABCC5,AASS,AAK1,A4GALT,ABTB1,ABHD12,ABCC5,AASS,AAK1,A4GALT,ABTB1,ABHD12,ABCC5,AASS,AAK1,A4GALT
3,ACPP,ABHD5,ABHD11,AATK,AARD,AAK1,ACPP,ABHD17A,ABHD11,AATK,AARD,AAK1,ACPP,ABHD17A,ABHD11,AATK,AARD,AAK1,ACPP,ABHD17A,ABHD11,AATK,AARD,AAK1,ACPP,ABHD17A,ABHD11,AATK,AARD,AAK1
4,ACRBP,ABL2,ABHD12,ABCA5,AARS,AAR2,ACRBP,ABHD5,ABHD12,ABCA5,AARS,AAR2,ACRBP,ABHD5,ABHD12,ABCA5,AARS,AAR2,ACRBP,ABHD5,ABHD12,ABCA5,AARS,AAR2,ACRBP,ABHD5,ABHD12,ABCA5,AARS,AAR2
5,ACSL1,ABLIM3,ABHD17A,ABCC1,AARS2,AARD,ACSL1,ABL2,ABHD17A,ABCC1,AARS2,AARD,ACSL1,ABL2,ABHD17A,ABCC1,AARS2,AARD,ACSL1,ABL2,ABHD17A,ABCC1,AARS2,AARD,ACSL1,ABL2,ABHD17A,ABCC1,AARS2,AARD
6,ACTN1,ABTB1,ABHD3,ABCC4,AARSD1,AARS,ACTN1,ABLIM3,ABHD3,ABCC4,AARSD1,AARS,ACTN1,ABLIM3,ABHD3,ABCC4,AARSD1,AARS,ACTN1,ABLIM3,ABHD3,ABCC4,AARSD1,AARS,ACTN1,ABLIM3,ABHD3,ABCC4,AARSD1,AARS
7,ACTN4,AC009506.1,ABHD5,ABCC5,AASDH,AARS2,ACTN4,ABTB1,ABHD5,ABCC5,AASDH,AARS2,ACTN4,ABTB1,ABHD5,ABCC5,AASDH,AARS2,ACTN4,ABTB1,ABHD5,ABCC5,AASDH,AARS2,ACTN4,ABTB1,ABHD5,ABCC5,AASDH,AARS2
8,ACTR2,AC147651.4,ABL2,ABCD4,AASS,AARSD1,ACTR2,AC009506.1,ABL2,ABCD4,AASS,AARSD1,ACTR2,AC009506.1,ABL2,ABCD4,AASS,AARSD1,ACTR2,AC009506.1,ABL2,ABCD4,AASS,AARSD1,ACTR2,AC009506.1,ABL2,ABCD4,AASS,AARSD1
9,ACTR3,ACPP,ABLIM3,ABHD11,AATF,AASDH,ACTR3,AC147651.4,ABLIM3,ABHD11,AATF,AASDH,ACTR3,AC147651.4,ABLIM3,ABHD11,AATF,AASDH,ACTR3,AC147651.4,ABLIM3,ABHD11,AATF,AASDH,ACTR3,AC147651.4,ABLIM3,ABHD11,AATF,AASDH
10,ADIPOR1,ACRBP,ABTB1,ABHD12,AATK,AASS,ADIPOR1,ACPP,ABTB1,ABHD12,AATK,AASS,ADIPOR1,ACPP,ABTB1,ABHD12,AATK,AASS,ADIPOR1,ACPP,ABTB1,ABHD12,AATK,AASS,ADIPOR1,ACPP,ABTB1,ABHD12,AATK,AASS
