,1928-NUSVR--nu=0.05-C=0.1,1928-NUSVR--nu=0.1-C=0.1,1928-NUSVR--nu=0.15-C=0.1,1928-NUSVR--nu=0.25-C=0.1,1928-NUSVR--nu=0.5-C=0.1,1928-NUSVR--nu=0.75-C=0.1,1928-NUSVR--nu=0.05-C=0.5,1928-NUSVR--nu=0.1-C=0.5,1928-NUSVR--nu=0.15-C=0.5,1928-NUSVR--nu=0.25-C=0.5,1928-NUSVR--nu=0.5-C=0.5,1928-NUSVR--nu=0.75-C=0.5,1928-NUSVR--nu=0.05-C=0.75,1928-NUSVR--nu=0.1-C=0.75,1928-NUSVR--nu=0.15-C=0.75,1928-NUSVR--nu=0.25-C=0.75,1928-NUSVR--nu=0.5-C=0.75,1928-NUSVR--nu=0.75-C=0.75,1928-NUSVR--nu=0.05-C=1,1928-NUSVR--nu=0.1-C=1,1928-NUSVR--nu=0.15-C=1,1928-NUSVR--nu=0.25-C=1,1928-NUSVR--nu=0.5-C=1,1928-NUSVR--nu=0.75-C=1,1928-NUSVR--nu=0.05-C=10,1928-NUSVR--nu=0.1-C=10,1928-NUSVR--nu=0.15-C=10,1928-NUSVR--nu=0.25-C=10,1928-NUSVR--nu=0.5-C=10,1928-NUSVR--nu=0.75-C=10
0,ABCA8,ABCA8,ABCA5,A2M,A2M,A1CF,ABCA8,ABCA8,ABCA5,A2M,A2M,A1CF,ABCA8,ABCA8,ABCA5,A2M,A2M,A1CF,ABCA8,ABCA8,ABCA5,A2M,A2M,A1CF,ABCA8,ABCA8,ABCA5,A2M,A2M,A1CF
1,ABLIM3,ABCG1,ABCA8,AATF,A2ML1,A2M,ABLIM3,ABCG1,ABCA8,AATF,A2ML1,A2M,ABLIM3,ABCG1,ABCA8,AATF,A2ML1,A2M,ABLIM3,ABCG1,ABCA8,AATF,A2ML1,A2M,ABLIM3,ABCG1,ABCA8,AATF,A2ML1,A2M
2,ACP5,ABHD3,ABCG1,ABCA5,AAK1,A2ML1,ACP5,ABHD3,ABCG1,ABCA5,AAK1,A2ML1,ACP5,ABHD3,ABCG1,ABCA5,AAK1,A2ML1,ACP5,ABHD3,ABCG1,ABCA5,AAK1,A2ML1,ACP5,ABHD3,ABCG1,ABCA5,AAK1,A2ML1
3,ACRBP,ABL2,ABHD17A,ABCA8,AAMP,A4GNT,ACRBP,ABL2,ABHD17A,ABCA8,AAMP,A4GNT,ACRBP,ABL2,ABHD17A,ABCA8,AAMP,A4GNT,ACRBP,ABL2,ABHD17A,ABCA8,AAMP,A4GNT,ACRBP,ABL2,ABHD17A,ABCA8,AAMP,A4GNT
4,ACTN1,ABLIM1,ABHD3,ABCB1,AARD,AAK1,ACTN1,ABLIM1,ABHD3,ABCB1,AARD,AAK1,ACTN1,ABLIM1,ABHD3,ABCB1,AARD,AAK1,ACTN1,ABLIM1,ABHD3,ABCB1,AARD,AAK1,ACTN1,ABLIM1,ABHD3,ABCB1,AARD,AAK1
5,ACTN4,ABLIM3,ABL2,ABCB9,AARS,AAMDC,ACTN4,ABLIM3,ABL2,ABCB9,AARS,AAMDC,ACTN4,ABLIM3,ABL2,ABCB9,AARS,AAMDC,ACTN4,ABLIM3,ABL2,ABCB9,AARS,AAMDC,ACTN4,ABLIM3,ABL2,ABCB9,AARS,AAMDC
6,ADGRG4,ACER3,ABLIM1,ABCC1,AASDHPPT,AAMP,ADGRG4,ACER3,ABLIM1,ABCC1,AASDHPPT,AAMP,ADGRG4,ACER3,ABLIM1,ABCC1,AASDHPPT,AAMP,ADGRG4,ACER3,ABLIM1,ABCC1,AASDHPPT,AAMP,ADGRG4,ACER3,ABLIM1,ABCC1,AASDHPPT,AAMP
7,ADGRL4,ACP5,ABLIM3,ABCC3,AASS,AAR2,ADGRL4,ACP5,ABLIM3,ABCC3,AASS,AAR2,ADGRL4,ACP5,ABLIM3,ABCC3,AASS,AAR2,ADGRL4,ACP5,ABLIM3,ABCC3,AASS,AAR2,ADGRL4,ACP5,ABLIM3,ABCC3,AASS,AAR2
8,ADIPOR1,ACRBP,ABRACL,ABCG1,AATF,AARD,ADIPOR1,ACPP,ABRACL,ABCG1,AATF,AARD,ADIPOR1,ACPP,ABRACL,ABCG1,AATF,AARD,ADIPOR1,ACPP,ABRACL,ABCG1,AATF,AARD,ADIPOR1,ACRBP,ABRACL,ABCG1,AATF,AARD
9,ADRB2,ACTN1,ABTB1,ABHD17A,AATK,AARS,ADRB2,ACRBP,ABTB1,ABHD17A,AATK,AARS,ADRB2,ACRBP,ABTB1,ABHD17A,AATK,AARS,ADRB2,ACRBP,ABTB1,ABHD17A,AATK,AARS,ADRB2,ACTN1,ABTB1,ABHD17A,AATK,AARS
10,AFF1,ACTN4,AC009506.1,ABHD3,ABCA3,AASDH,AFF1,ACTN1,AC009506.1,ABHD3,ABCA3,AASDH,AFF1,ACTN1,AC009506.1,ABHD3,ABCA3,AASDH,AFF1,ACTN1,AC009506.1,ABHD3,ABCA3,AASDH,AFF1,ACTN4,AC009506.1,ABHD3,ABCA3,AASDH
11,AGER,ACTR2,ACER3,ABI3,ABCA5,AASDHPPT,AGER,ACTN4,ACER3,ABI3,ABCA5,AASDHPPT,AKNA,ACTN4,ACER3,ABI3,ABCA5,AASDHPPT,AKNA,ACTN4,ACER3,ABI3,ABCA5,AASDHPPT,AKNA,ACTR2,ACER3,ABI3,ABCA5,AASDHPPT
