,11318-NUSVR--nu=0.05-C=0.1,11318-NUSVR--nu=0.1-C=0.1,11318-NUSVR--nu=0.15-C=0.1,11318-NUSVR--nu=0.25-C=0.1,11318-NUSVR--nu=0.5-C=0.1,11318-NUSVR--nu=0.75-C=0.1,11318-NUSVR--nu=0.05-C=0.5,11318-NUSVR--nu=0.1-C=0.5,11318-NUSVR--nu=0.15-C=0.5,11318-NUSVR--nu=0.25-C=0.5,11318-NUSVR--nu=0.5-C=0.5,11318-NUSVR--nu=0.75-C=0.5,11318-NUSVR--nu=0.05-C=0.75,11318-NUSVR--nu=0.1-C=0.75,11318-NUSVR--nu=0.15-C=0.75,11318-NUSVR--nu=0.25-C=0.75,11318-NUSVR--nu=0.5-C=0.75,11318-NUSVR--nu=0.75-C=0.75,11318-NUSVR--nu=0.05-C=1,11318-NUSVR--nu=0.1-C=1,11318-NUSVR--nu=0.15-C=1,11318-NUSVR--nu=0.25-C=1,11318-NUSVR--nu=0.5-C=1,11318-NUSVR--nu=0.75-C=1,11318-NUSVR--nu=0.05-C=10,11318-NUSVR--nu=0.1-C=10,11318-NUSVR--nu=0.15-C=10,11318-NUSVR--nu=0.25-C=10,11318-NUSVR--nu=0.5-C=10,11318-NUSVR--nu=0.75-C=10
0,AASS,A2M,A2M,A2M,A1BG,A1BG,AASS,A2M,A2M,A2M,A1BG,A1BG,AASS,A2M,A2M,A2M,A1BG,A1BG,AASS,A2M,A2M,A2M,A1BG,A1BG,AASS,A2M,A2M,A2M,A1BG,A1BG
1,ABCA8,AASS,AASS,A2ML1,A2M,A2M,ABCA8,AASS,AASS,A2ML1,A2M,A2M,ABCA8,AASS,AASS,A2ML1,A2M,A2M,ABCA8,AASS,AASS,A2ML1,A2M,A2M,ABCA8,AASS,AASS,A2ML1,A2M,A2M
2,ABL2,ABCA8,ABCA7,AAK1,A2ML1,A2ML1,ABL2,ABCA8,ABCA5,AAK1,A2ML1,A2ML1,ABL2,ABCA8,ABCA5,AAK1,A2ML1,A2ML1,ABL2,ABCA8,ABCA5,AAK1,A2ML1,A2ML1,ABL2,ABCA8,ABCA5,AAK1,A2ML1,A2ML1
3,ACKR3,ABCC4,ABCA8,AASDH,A4GALT,A4GALT,ACKR3,ABCC4,ABCA7,AASDH,A4GALT,A4GALT,ACKR3,ABCC4,ABCA7,AASDH,A4GALT,A4GALT,ACKR3,ABCC4,ABCA7,AASDH,A4GALT,A4GALT,ACKR3,ABCC4,ABCA7,AASDH,A4GALT,A4GALT
4,ACPP,ABHD11,ABCC1,AASS,AAK1,AACS,ACPP,ABHD11,ABCA8,AASS,AAK1,AACS,ACPP,ABHD11,ABCA8,AASS,AAK1,AACS,ACPP,ABHD11,ABCA8,AASS,AAK1,AACS,ACPP,ABHD11,ABCA8,AASS,AAK1,AACS
5,ACRBP,ABHD12,ABCC4,AATF,AAMP,AADAT,ACRBP,ABHD12,ABCC1,AATF,AAMP,AADAT,ACRBP,ABHD12,ABCC1,AATF,AAMP,AADAT,ACRBP,ABHD12,ABCC1,AATF,AAMP,AADAT,ACRBP,ABHD12,ABCC1,AATF,AAMP,AADAT
6,ACTN1,ABHD17A,ABHD11,ABCA5,AARD,AAK1,ACTN1,ABHD17A,ABCC4,ABCA5,AARD,AAK1,ACTN1,ABHD17A,ABCC4,ABCA5,AARD,AAK1,ACTN1,ABHD17A,ABCC4,ABCA5,AARD,AAK1,ACTN1,ABHD17A,ABCC4,ABCA5,AARD,AAK1
7,ACTN4,ABHD3,ABHD12,ABCA7,AASDH,AAMP,ACTN4,ABHD3,ABHD11,ABCA7,AASDH,AAMP,ACTN4,ABHD3,ABHD11,ABCA7,AASDH,AAMP,ACTN4,ABHD3,ABHD11,ABCA7,AASDH,AAMP,ACTN4,ABHD3,ABHD11,ABCA7,AASDH,AAMP
8,ACTR2,ABHD5,ABHD17A,ABCA8,AASS,AAR2,ACTR2,ABHD5,ABHD12,ABCA8,AASS,AAR2,ACTR2,ABHD5,ABHD12,ABCA8,AASS,AAR2,ACTR2,ABHD5,ABHD12,ABCA8,AASS,AAR2,ACTR2,ABHD5,ABHD12,ABCA8,AASS,AAR2
9,ADAM28,ABI3BP,ABHD3,ABCB9,AATF,AARD,ADAM28,ABI3BP,ABHD17A,ABCB9,AATF,AARD,ADAM28,ABI3BP,ABHD17A,ABCB9,AATF,AARD,ADAM28,ABI3BP,ABHD17A,ABCB9,AATF,AARD,ADAM28,ABI3BP,ABHD17A,ABCB9,AATF,AARD
