,11182-NUSVR--nu=0.05-C=0.1,11182-NUSVR--nu=0.1-C=0.1,11182-NUSVR--nu=0.15-C=0.1,11182-NUSVR--nu=0.25-C=0.1,11182-NUSVR--nu=0.5-C=0.1,11182-NUSVR--nu=0.75-C=0.1,11182-NUSVR--nu=0.05-C=0.5,11182-NUSVR--nu=0.1-C=0.5,11182-NUSVR--nu=0.15-C=0.5,11182-NUSVR--nu=0.25-C=0.5,11182-NUSVR--nu=0.5-C=0.5,11182-NUSVR--nu=0.75-C=0.5,11182-NUSVR--nu=0.05-C=0.75,11182-NUSVR--nu=0.1-C=0.75,11182-NUSVR--nu=0.15-C=0.75,11182-NUSVR--nu=0.25-C=0.75,11182-NUSVR--nu=0.5-C=0.75,11182-NUSVR--nu=0.75-C=0.75,11182-NUSVR--nu=0.05-C=1,11182-NUSVR--nu=0.1-C=1,11182-NUSVR--nu=0.15-C=1,11182-NUSVR--nu=0.25-C=1,11182-NUSVR--nu=0.5-C=1,11182-NUSVR--nu=0.75-C=1,11182-NUSVR--nu=0.05-C=10,11182-NUSVR--nu=0.1-C=10,11182-NUSVR--nu=0.15-C=10,11182-NUSVR--nu=0.25-C=10,11182-NUSVR--nu=0.5-C=10,11182-NUSVR--nu=0.75-C=10
0,ABHD12,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD12,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD12,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD12,ABCC3,AAK1,AAK1,A1BG,A1BG,ABHD12,ABCC3,AAK1,AAK1,A1BG,A1BG
1,ABLIM3,ABCC4,ABCA5,ABCA5,A2M,A4GALT,ABLIM3,ABCC4,ABCA5,ABCA5,A2M,A4GALT,ABLIM3,ABCC4,ABCA5,ABCA5,A2M,A4GALT,ABLIM3,ABCC4,ABCA5,ABCA5,A2M,A4GALT,ABLIM3,ABCC4,ABCA5,ABCA5,A2M,A4GALT
2,ABTB1,ABHD11,ABCC1,ABCB1,A4GALT,AACS,ABTB1,ABHD11,ABCC1,ABCB1,A4GALT,AACS,ABTB1,ABHD11,ABCC1,ABCB1,A4GALT,AACS,ABTB1,ABHD11,ABCC1,ABCB1,A4GALT,AACS,ABTB1,ABHD11,ABCC1,ABCB1,A4GALT,AACS
3,ACP1,ABHD12,ABCC3,ABCB9,AAK1,AADACP1,ACP1,ABHD12,ABCC3,ABCB9,AAK1,AADACP1,ACP1,ABHD12,ABCC3,ABCB9,AAK1,AADACP1,ACP1,ABHD12,ABCC3,ABCB9,AAK1,AADACP1,ACP1,ABHD12,ABCC3,ABCB9,AAK1,AADACP1
4,ACPP,ABL2,ABCC4,ABCC1,AARD,AAK1,ACPP,ABL2,ABCC4,ABCC1,AARD,AAK1,ACPP,ABL2,ABCC4,ABCC1,AARD,AAK1,ACPP,ABL2,ABCC4,ABCC1,AARD,AAK1,ACPP,ABL2,ABCC4,ABCC1,AARD,AAK1
5,ACRBP,ABLIM3,ABHD11,ABCC3,AARS,AAMDC,ACRBP,ABLIM3,ABHD11,ABCC3,AARS,AAMDC,ACRBP,ABLIM3,ABHD11,ABCC3,AARS,AAMDC,ACRBP,ABLIM3,ABHD11,ABCC3,AARS,AAMDC,ACRBP,ABLIM3,ABHD11,ABCC3,AARS,AAMDC
6,ACTC1,ABO,ABHD12,ABCC4,AASDH,AARD,ACTC1,ABO,ABHD12,ABCC4,AASDH,AARD,ACTC1,ABO,ABHD12,ABCC4,AASDH,AARD,ACTC1,ABO,ABHD12,ABCC4,AASDH,AARD,ACTC1,ABO,ABHD12,ABCC4,AASDH,AARD
7,ACTN1,ABTB1,ABHD3,ABHD11,AASDHPPT,AARS,ACTN1,ABTB1,ABHD3,ABHD11,AASDHPPT,AARS,ACTN1,ABTB1,ABHD3,ABHD11,AASDHPPT,AARS,ACTN1,ABTB1,ABHD3,ABHD11,AASDHPPT,AARS,ACTN1,ABTB1,ABHD3,ABHD11,AASDHPPT,AARS
8,ACTN4,AC009506.1,ABHD4,ABHD12,AATF,AARS2,ACTN4,AC009506.1,ABHD4,ABHD12,AATF,AARS2,ACTN4,AC009506.1,ABHD4,ABHD12,AATF,AARS2,ACTN4,AC009506.1,ABHD4,ABHD12,AATF,AARS2,ACTN4,AC009506.1,ABHD4,ABHD12,AATF,AARS2
9,ACTR2,ACCS,ABHD5,ABHD17A,ABCA10,AARSD1,ACTR2,ACCS,ABHD5,ABHD17A,ABCA10,AARSD1,ACTR2,ACCS,ABHD5,ABHD17A,ABCA10,AARSD1,ACTR2,ACCS,ABHD5,ABHD17A,ABCA10,AARSD1,ACTR2,ACCS,ABHD5,ABHD17A,ABCA10,AARSD1
