,1890-NUSVR--nu=0.05-C=0.1,1890-NUSVR--nu=0.1-C=0.1,1890-NUSVR--nu=0.15-C=0.1,1890-NUSVR--nu=0.25-C=0.1,1890-NUSVR--nu=0.5-C=0.1,1890-NUSVR--nu=0.75-C=0.1,1890-NUSVR--nu=0.05-C=0.5,1890-NUSVR--nu=0.1-C=0.5,1890-NUSVR--nu=0.15-C=0.5,1890-NUSVR--nu=0.25-C=0.5,1890-NUSVR--nu=0.5-C=0.5,1890-NUSVR--nu=0.75-C=0.5,1890-NUSVR--nu=0.05-C=0.75,1890-NUSVR--nu=0.1-C=0.75,1890-NUSVR--nu=0.15-C=0.75,1890-NUSVR--nu=0.25-C=0.75,1890-NUSVR--nu=0.5-C=0.75,1890-NUSVR--nu=0.75-C=0.75,1890-NUSVR--nu=0.05-C=1,1890-NUSVR--nu=0.1-C=1,1890-NUSVR--nu=0.15-C=1,1890-NUSVR--nu=0.25-C=1,1890-NUSVR--nu=0.5-C=1,1890-NUSVR--nu=0.75-C=1,1890-NUSVR--nu=0.05-C=10,1890-NUSVR--nu=0.1-C=10,1890-NUSVR--nu=0.15-C=10,1890-NUSVR--nu=0.25-C=10,1890-NUSVR--nu=0.5-C=10,1890-NUSVR--nu=0.75-C=10
0,ABLIM3,A2M,A2M,A2M,A2M,A1CF,ABLIM3,A2M,A2M,A2M,A2M,A1CF,ABLIM3,A2M,A2M,A2M,A2M,A1CF,ABLIM3,A2M,A2M,A2M,A2M,A1CF,ABLIM3,A2M,A2M,A2M,A2M,A1CF
1,ACPP,ABHD3,AATK,AARS,AAMP,A2M,ACPP,ABHD3,AATK,AARS,AAMP,A2M,ACPP,ABHD3,AATK,AARS,AAMP,A2M,ACPP,ABHD3,AATK,AARS,AAMP,A2M,ACPP,ABHD3,AATK,AARS,AAMP,A2M
2,ACRBP,ABHD5,ABCA5,AASDH,AARD,A4GALT,ACRBP,ABHD5,ABCA5,AASDH,AARD,A4GALT,ACRBP,ABHD5,ABCA5,AASDH,AARD,A4GALT,ACRBP,ABHD5,ABCA5,AASDH,AARD,A4GALT,ACRBP,ABHD5,ABCA5,AASDH,AARD,A4GALT
3,ACTN1,ABL2,ABCB1,AASDHPPT,AARS,A4GNT,ACTN1,ABL2,ABCB1,AASDHPPT,AARS,A4GNT,ACTN1,ABL2,ABCB1,AASDHPPT,AARS,A4GNT,ACTN1,ABL2,ABCB1,AASDHPPT,AARS,A4GNT,ACTN1,ABL2,ABCB1,AASDHPPT,AARS,A4GNT
4,ACTN4,ABLIM1,ABHD12,AATF,AASDH,AAK1,ACTN4,ABLIM1,ABHD12,AATF,AASDH,AAK1,ACTN4,ABLIM1,ABHD12,AATF,AASDH,AAK1,ACTN4,ABLIM1,ABHD12,AATF,AASDH,AAK1,ACTN4,ABLIM1,ABHD12,AATF,AASDH,AAK1
5,ACTR2,ABLIM3,ABHD17A,AATK,AASDHPPT,AAMP,ACTR2,ABLIM3,ABHD17A,AATK,AASDHPPT,AAMP,ACTR2,ABLIM3,ABHD17A,AATK,AASDHPPT,AAMP,ACTR2,ABLIM3,ABHD17A,AATK,AASDHPPT,AAMP,ACTR2,ABLIM3,ABHD17A,AATK,AASDHPPT,AAMP
6,ADGRL4,ACLY,ABHD3,ABCA5,AASS,AAR2,ADGRL4,ACLY,ABHD3,ABCA5,AASS,AAR2,ADGRL4,ACLY,ABHD3,ABCA5,AASS,AAR2,ADGRL4,ACLY,ABHD3,ABCA5,AASS,AAR2,ADGRL4,ACLY,ABHD3,ABCA5,AASS,AAR2
7,ADIPOR1,ACP5,ABHD5,ABCB1,AATF,AARD,ADIPOR1,ACP5,ABHD5,ABCB1,AATF,AARD,ADIPOR1,ACP5,ABHD5,ABCB1,AATF,AARD,ADIPOR1,ACP5,ABHD5,ABCB1,AATF,AARD,ADIPOR1,ACP5,ABHD5,ABCB1,AATF,AARD
8,AFF1,ACPP,ABL2,ABCC4,AATK,AARS,AFF1,ACPP,ABL2,ABCC4,AATK,AARS,AFF1,ACPP,ABL2,ABCC4,AATK,AARS,AFF1,ACPP,ABL2,ABCC4,AATK,AARS,AFF1,ACPP,ABL2,ABCC4,AATK,AARS
9,AGPAT5,ACRBP,ABLIM1,ABCC5,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM1,ABCC5,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM1,ABCC5,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM1,ABCC5,ABCA5,AASDH,AGPAT5,ACRBP,ABLIM1,ABCC5,ABCA5,AASDH
