,11270-NUSVR--nu=0.05-C=0.1,11270-NUSVR--nu=0.1-C=0.1,11270-NUSVR--nu=0.15-C=0.1,11270-NUSVR--nu=0.25-C=0.1,11270-NUSVR--nu=0.5-C=0.1,11270-NUSVR--nu=0.75-C=0.1,11270-NUSVR--nu=0.05-C=0.5,11270-NUSVR--nu=0.1-C=0.5,11270-NUSVR--nu=0.15-C=0.5,11270-NUSVR--nu=0.25-C=0.5,11270-NUSVR--nu=0.5-C=0.5,11270-NUSVR--nu=0.75-C=0.5,11270-NUSVR--nu=0.05-C=0.75,11270-NUSVR--nu=0.1-C=0.75,11270-NUSVR--nu=0.15-C=0.75,11270-NUSVR--nu=0.25-C=0.75,11270-NUSVR--nu=0.5-C=0.75,11270-NUSVR--nu=0.75-C=0.75,11270-NUSVR--nu=0.05-C=1,11270-NUSVR--nu=0.1-C=1,11270-NUSVR--nu=0.15-C=1,11270-NUSVR--nu=0.25-C=1,11270-NUSVR--nu=0.5-C=1,11270-NUSVR--nu=0.75-C=1,11270-NUSVR--nu=0.05-C=10,11270-NUSVR--nu=0.1-C=10,11270-NUSVR--nu=0.15-C=10,11270-NUSVR--nu=0.25-C=10,11270-NUSVR--nu=0.5-C=10,11270-NUSVR--nu=0.75-C=10
0,ABL2,AASS,AASS,AASS,A1BG,A1BG,ABL2,AASS,AASS,AASS,A1BG,A1BG,ABL2,AASS,AASS,AASS,A1BG,A1BG,ABL2,AASS,AASS,AASS,A1BG,A1BG,ABL2,AASS,AASS,AASS,A1BG,A1BG
1,ABLIM3,ABHD11,ABCC1,AATF,A2M,A2M,ABLIM3,ABHD11,ABCC1,AATF,A2M,A2M,ABLIM3,ABHD11,ABCC1,AATF,A2M,A2M,ABLIM3,ABHD11,ABCC1,AATF,A2M,A2M,ABLIM3,ABHD11,ABCC1,AATF,A2M,A2M
2,ABTB1,ABHD12,ABCC4,ABCA5,AAK1,AACS,ABTB1,ABHD12,ABCC4,ABCA5,AAK1,AACS,ABTB1,ABHD12,ABCC4,ABCA5,AAK1,AACS,ABTB1,ABHD12,ABCC4,ABCA5,AAK1,AACS,ABTB1,ABHD12,ABCC4,ABCA5,AAK1,AACS
3,ACPP,ABHD17A,ABHD11,ABCA7,AAMP,AAK1,ACPP,ABHD17A,ABHD11,ABCA7,AAMP,AAK1,ACPP,ABHD17A,ABHD11,ABCA7,AAMP,AAK1,ACPP,ABHD17A,ABHD11,ABCA7,AAMP,AAK1,ACPP,ABHD17A,ABHD11,ABCA7,AAMP,AAK1
4,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC,ACRBP,ABHD3,ABHD12,ABCB1,AARS,AAMDC
5,ACTC1,ABHD5,ABHD17A,ABCC1,AARS2,AAMP,ACTC1,ABHD5,ABHD17A,ABCC1,AARS2,AAMP,ACTC1,ABHD5,ABHD17A,ABCC1,AARS2,AAMP,ACTC1,ABHD5,ABHD17A,ABCC1,AARS2,AAMP,ACTC1,ABHD5,ABHD17A,ABCC1,AARS2,AAMP
6,ACTN1,ABL2,ABHD3,ABCC3,AASDH,AAR2,ACTN1,ABL2,ABHD3,ABCC3,AASDH,AAR2,ACTN1,ABL2,ABHD3,ABCC3,AASDH,AAR2,ACTN1,ABL2,ABHD3,ABCC3,AASDH,AAR2,ACTN1,ABL2,ABHD3,ABCC3,AASDH,AAR2
7,ACTN4,ABLIM3,ABHD5,ABCC4,AASS,AARS,ACTN4,ABLIM3,ABHD5,ABCC4,AASS,AARS,ACTN4,ABLIM3,ABHD5,ABCC4,AASS,AARS,ACTN4,ABLIM3,ABHD5,ABCC4,AASS,AARS,ACTN4,ABLIM3,ABHD5,ABCC4,AASS,AARS
8,ACTR2,ABTB1,ABL2,ABCC5,AATF,AARS2,ACTR2,ABTB1,ABL2,ABCC5,AATF,AARS2,ACTR2,ABTB1,ABL2,ABCC5,AATF,AARS2,ACTR2,ABTB1,ABL2,ABCC5,AATF,AARS2,ACTR2,ABTB1,ABL2,ABCC5,AATF,AARS2
9,ADGRE5,AC009506.1,ABLIM3,ABCG1,AATK,AARSD1,ADGRE5,AC009506.1,ABLIM3,ABCG1,AATK,AARSD1,ADGRE5,AC009506.1,ABLIM3,ABCG1,AATK,AARSD1,ADGRE5,AC009506.1,ABLIM3,ABCG1,AATK,AARSD1,ADGRE5,AC009506.1,ABLIM3,ABCG1,AATK,AARSD1
10,ADGRG6,AC147651.4,ABTB1,ABHD11,ABCA10,AASDH,ADGRG6,AC147651.4,ABTB1,ABHD11,ABCA10,AASDH,ADGRG6,AC147651.4,ABTB1,ABHD11,ABCA10,AASDH,ADGRG6,AC147651.4,ABTB1,ABHD11,ABCA10,AASDH,ADGRG6,AC147651.4,ABTB1,ABHD11,ABCA10,AASDH
11,ADIPOR1,ACPP,AC009506.1,ABHD12,ABCA5,AASDHPPT,ADIPOR1,ACPP,AC009506.1,ABHD12,ABCA5,AASDHPPT,ADIPOR1,ACPP,AC009506.1,ABHD12,ABCA5,AASDHPPT,ADIPOR1,ACPP,AC009506.1,ABHD12,ABCA5,AASDHPPT,ADIPOR1,ACPP,AC009506.1,ABHD12,ABCA5,AASDHPPT
12,AGPAT1,ACRBP,AC147651.4,ABHD17A,ABCA6,AASS,AGPAT1,ACRBP,AC147651.4,ABHD17A,ABCA6,AASS,AGPAT1,ACRBP,AC147651.4,ABHD17A,ABCA6,AASS,AGPAT1,ACRBP,AC147651.4,ABHD17A,ABCA6,AASS,AGPAT1,ACRBP,AC147651.4,ABHD17A,ABCA6,AASS
13,AGPAT5,ACTC1,ACER3,ABHD3,ABCA7,AATF,AGPAT5,ACTC1,ACER3,ABHD3,ABCA7,AATF,AGPAT5,ACTC1,ACER3,ABHD3,ABCA7,AATF,AGPAT5,ACTC1,ACER3,ABHD3,ABCA7,AATF,AGPAT5,ACTC1,ACER3,ABHD3,ABCA7,AATF
14,AKIRIN2,ACTN1,ACLY,ABHD4,ABCB1,AATK,AKIRIN2,ACTN1,ACLY,ABHD4,ABCB1,AATK,AKIRIN2,ACTN1,ACLY,ABHD4,ABCB1,AATK,AKIRIN2,ACTN1,ACLY,ABHD4,ABCB1,AATK,AKIRIN2,ACTN1,ACKR3,ABHD4,ABCB1,AATK
15,AKNA,ACTN4,ACPP,ABHD5,ABCB8,ABCA1,AKNA,ACTN4,ACPP,ABHD5,ABCB8,ABCA1,AKNA,ACTN4,ACPP,ABHD5,ABCB8,ABCA1,AKNA,ACTN4,ACPP,ABHD5,ABCB8,ABCA1,AKNA,ACTN4,ACLY,ABHD5,ABCB8,ABCA1
16,ALAS2,ACTR2,ACRBP,ABI3BP,ABCC1,ABCA10,ALAS2,ACTR2,ACRBP,ABI3BP,ABCC1,ABCA10,ALAS2,ACTR2,ACRBP,ABI3BP,ABCC1,ABCA10,ALAS2,ACTR2,ACRBP,ABI3BP,ABCC1,ABCA10,ALAS2,ACTR2,ACPP,ABI3BP,ABCC1,ABCA10
17,ALOX5AP,ACYP1,ACTC1,ABL2,ABCC3,ABCA2,ALOX5AP,ACYP1,ACTC1,ABL2,ABCC3,ABCA2,ALOX5AP,ACYP1,ACTC1,ABL2,ABCC3,ABCA2,ALOX5AP,ACYP1,ACTC1,ABL2,ABCC3,ABCA2,ALOX5AP,ACYP1,ACRBP,ABL2,ABCC3,ABCA2
