,1950-NUSVR--nu=0.05-C=0.1,1950-NUSVR--nu=0.1-C=0.1,1950-NUSVR--nu=0.15-C=0.1,1950-NUSVR--nu=0.25-C=0.1,1950-NUSVR--nu=0.5-C=0.1,1950-NUSVR--nu=0.75-C=0.1,1950-NUSVR--nu=0.05-C=0.5,1950-NUSVR--nu=0.1-C=0.5,1950-NUSVR--nu=0.15-C=0.5,1950-NUSVR--nu=0.25-C=0.5,1950-NUSVR--nu=0.5-C=0.5,1950-NUSVR--nu=0.75-C=0.5,1950-NUSVR--nu=0.05-C=0.75,1950-NUSVR--nu=0.1-C=0.75,1950-NUSVR--nu=0.15-C=0.75,1950-NUSVR--nu=0.25-C=0.75,1950-NUSVR--nu=0.5-C=0.75,1950-NUSVR--nu=0.75-C=0.75,1950-NUSVR--nu=0.05-C=1,1950-NUSVR--nu=0.1-C=1,1950-NUSVR--nu=0.15-C=1,1950-NUSVR--nu=0.25-C=1,1950-NUSVR--nu=0.5-C=1,1950-NUSVR--nu=0.75-C=1,1950-NUSVR--nu=0.05-C=10,1950-NUSVR--nu=0.1-C=10,1950-NUSVR--nu=0.15-C=10,1950-NUSVR--nu=0.25-C=10,1950-NUSVR--nu=0.5-C=10,1950-NUSVR--nu=0.75-C=10
0,ACP5,AASDH,AASDH,A2M,A1CF,A1CF,ACP5,AASDH,AASDH,A2M,A1CF,A1CF,ACP5,AASDH,AASDH,A2M,A1CF,A1CF,ACP5,AASDH,AASDH,A2M,A1CF,A1CF,ACP5,AASDH,AASDH,A2M,A1CF,A1CF
1,ACRBP,ABCA8,ABCA8,AASDH,A2M,A2M,ACRBP,ABCA8,ABCA8,AASDH,A2M,A2M,ACRBP,ABCA8,ABCA8,AASDH,A2M,A2M,ACRBP,ABCA8,ABCA8,AASDH,A2M,A2M,ACRBP,ABCA8,ABCA8,AASDH,A2M,A2M
2,ACTN4,ABCC3,ABCC3,ABCA1,A2ML1,A2ML1,ACTN4,ABCC3,ABCC3,ABCA2,A2ML1,A2ML1,ACTN4,ABCC3,ABCC3,ABCA2,A2ML1,A2ML1,ACTN4,ABCC3,ABCC3,ABCA2,A2ML1,A2ML1,ACTN4,ABCC3,ABCC3,ABCA1,A2ML1,A2ML1
3,ACTR2,ABCC5,ABCC5,ABCA2,A4GALT,A4GALT,ACTR2,ABCC5,ABCC5,ABCA5,A4GALT,A4GALT,ACTR2,ABCC5,ABCC5,ABCA5,A4GALT,A4GALT,ACTR2,ABCC5,ABCC5,ABCA5,A4GALT,A4GALT,ACTR2,ABCC5,ABCC5,ABCA2,A4GALT,A4GALT
4,ACTR3,ABCG1,ABCG1,ABCA5,AAK1,AAK1,ACTR3,ABCG1,ABCG1,ABCA8,AAK1,AAK1,ACTR3,ABCG1,ABCG1,ABCA8,AAK1,AAK1,ACTR3,ABCG1,ABCG1,ABCA8,AAK1,AAK1,ACTR3,ABCG1,ABCG1,ABCA5,AAK1,AAK1
5,ADD3,ABHD3,ABHD12,ABCA8,AAMP,AAMDC,ADD3,ABHD3,ABHD12,ABCC3,AAMP,AAMDC,ADD3,ABHD3,ABHD12,ABCC3,AAMP,AAMDC,ADD3,ABHD3,ABHD12,ABCC3,AAMP,AAMDC,ADD3,ABHD3,ABHD12,ABCA8,AAMP,AAMDC
6,ADGRL4,ABHD5,ABHD3,ABCC3,AARS,AAMP,ADGRL4,ABHD5,ABHD3,ABCC5,AARS,AAMP,ADGRL4,ABHD5,ABHD3,ABCC5,AARS,AAMP,ADGRL4,ABHD5,ABHD3,ABCC5,AARS,AAMP,ADGRL4,ABHD5,ABHD3,ABCC3,AARS,AAMP
7,ADIPOR1,ABHD6,ABHD5,ABCC5,AARSD1,AAR2,ADIPOR1,ABHD6,ABHD5,ABCD3,AARSD1,AAR2,ADIPOR1,ABHD6,ABHD5,ABCD3,AARSD1,AAR2,ADIPOR1,ABHD6,ABHD5,ABCD3,AARSD1,AAR2,ADIPOR1,ABHD6,ABHD5,ABCC5,AARSD1,AAR2
8,AFF1,ABLIM1,ABHD6,ABCD3,AASDH,AARS,AFF1,ABLIM1,ABHD6,ABCE1,AASDH,AARS,AFF1,ABLIM1,ABHD6,ABCE1,AASDH,AARS,AFF1,ABLIM1,ABHD6,ABCE1,AASDH,AARS,AFF1,ABLIM1,ABHD6,ABCD3,AASDH,AARS
9,AGTRAP,ABLIM3,ABL2,ABCE1,AASS,AARSD1,AGTRAP,ABLIM3,ABL2,ABCG1,AASS,AARSD1,AGTRAP,ABLIM3,ABL2,ABCG1,AASS,AARSD1,AGTRAP,ABLIM3,ABL2,ABCG1,AASS,AARSD1,AGTRAP,ABLIM3,ABL2,ABCE1,AASS,AARSD1
10,AKAP13,ACADSB,ABLIM1,ABCG1,AATF,AASDH,AKAP13,ACADSB,ABLIM1,ABHD12,AATF,AASDH,AKAP13,ACADSB,ABLIM1,ABHD12,AATF,AASDH,AKAP13,ACADSB,ABLIM1,ABHD12,AATF,AASDH,AKAP13,ACADSB,ABLIM1,ABCG1,AATF,AASDH
11,AKNA,ACER3,ABLIM3,ABHD12,ABCA1,AASDHPPT,AKNA,ACER3,ABLIM3,ABHD17A,ABCA1,AASDHPPT,AKNA,ACER3,ABLIM3,ABHD17A,ABCA1,AASDHPPT,AKNA,ACER3,ABLIM3,ABHD17A,ABCA1,AASDHPPT,AKNA,ACER3,ABLIM3,ABHD12,ABCA1,AASDHPPT
12,ALAS2,ACLY,ACADSB,ABHD17A,ABCA2,AASS,ALAS2,ACLY,ACADSB,ABHD3,ABCA2,AASS,ALAS2,ACLY,ACADSB,ABHD3,ABCA2,AASS,ALAS2,ACLY,ACADSB,ABHD3,ABCA2,AASS,ALAS2,ACLY,ACADSB,ABHD17A,ABCA2,AASS
13,ALDH1A1,ACP5,ACER3,ABHD3,ABCA5,AATF,ALDH1A1,ACP5,ACER3,ABHD5,ABCA5,AATF,ALDH1A1,ACP5,ACER3,ABHD5,ABCA5,AATF,ALDH1A1,ACP5,ACER3,ABHD5,ABCA5,AATF,ALDH1A1,ACP5,ACER3,ABHD3,ABCA5,AATF
14,ALOX5AP,ACPP,ACLY,ABHD5,ABCA7,ABCA1,ALOX5AP,ACPP,ACLY,ABHD6,ABCA7,ABCA1,ALOX5AP,ACPP,ACLY,ABHD6,ABCA7,ABCA1,ALOX5AP,ACPP,ACLY,ABHD6,ABCA7,ABCA1,ALOX5AP,ACPP,ACLY,ABHD5,ABCA7,ABCA1
15,ANK1,ACRBP,ACP5,ABHD6,ABCA8,ABCA2,ANK1,ACRBP,ACP5,ABI3,ABCA8,ABCA2,ANK1,ACRBP,ACP5,ABI3,ABCA8,ABCA2,ANK1,ACRBP,ACP5,ABI3,ABCA8,ABCA2,ANK1,ACRBP,ACP5,ABHD6,ABCA8,ABCA2
16,ANK3,ACTN4,ACPP,ABI3,ABCB1,ABCA5,ANK3,ACTN4,ACPP,ABL2,ABCB1,ABCA5,ANK3,ACTN4,ACPP,ABL2,ABCB1,ABCA5,ANK3,ACTN4,ACPP,ABL2,ABCB1,ABCA5,ANK3,ACTN4,ACPP,ABI3,ABCB1,ABCA5
17,ANKRD36C,ACTR2,ACRBP,ABL2,ABCB10,ABCA7,ANKRD36C,ACTR2,ACRBP,ABLIM1,ABCB10,ABCA7,ANKRD36C,ACTR2,ACRBP,ABLIM1,ABCB10,ABCA7,ANKRD36C,ACTR2,ACRBP,ABLIM1,ABCB10,ABCA7,ANKRD36C,ACTR2,ACRBP,ABL2,ABCB10,ABCA7
18,ANP32A,ACTR3,ACTN4,ABLIM1,ABCB8,ABCA8,ANP32A,ACTR3,ACTN4,ABLIM3,ABCB8,ABCA8,ANP32A,ACTR3,ACTN4,ABLIM3,ABCB8,ABCA8,ANP32A,ACTR3,ACTN4,ABLIM3,ABCB8,ABCA8,ANP32A,ACTR3,ACTN4,ABLIM1,ABCB8,ABCA8
19,ANP32B,ACYP1,ACTR2,ABLIM3,ABCC3,ABCB1,ANP32B,ACYP1,ACTR2,ACACB,ABCC3,ABCB1,ANP32B,ACYP1,ACTR2,ACACB,ABCC3,ABCB1,ANP32B,ACYP1,ACTR2,ACACB,ABCC3,ABCB1,ANP32B,ACYP1,ACTR2,ABLIM3,ABCC3,ABCB1
20,ANP32E,ADD3,ACTR3,ACACB,ABCC4,ABCB10,ANP32E,ADD3,ACTR3,ACADSB,ABCC4,ABCB10,ANP32E,ADD3,ACTR3,ACADSB,ABCC4,ABCB10,ANP32E,ADD3,ACTR3,ACADSB,ABCC4,ABCB10,ANP32E,ADD3,ACTR3,ACACB,ABCC4,ABCB10
21,ANXA1,ADGRL4,ACYP1,ACADSB,ABCC5,ABCB8,ANXA1,ADGRL4,ACYP1,ACAP2,ABCC5,ABCB8,ANXA1,ADGRL4,ACYP1,ACAP2,ABCC5,ABCB8,ANXA1,ADGRL4,ACYP1,ACAP2,ABCC5,ABCB8,ANXA1,ADGRL4,ACYP1,ACADSB,ABCC5,ABCB8
22,ANXA6,ADIPOR1,ACYP2,ACAP2,ABCD3,ABCC1,ANXA6,ADIPOR1,ACYP2,ACBD6,ABCD3,ABCC1,ANXA6,ADIPOR1,ACYP2,ACBD6,ABCD3,ABCC1,ANXA6,ADIPOR1,ACYP2,ACBD6,ABCD3,ABCC1,ANXA6,ADIPOR1,ACYP2,ACAP2,ABCD3,ABCC1
23,AP2M1,ADNP,ADAM15,ACBD6,ABCE1,ABCC10,AP2M1,ADNP,ADAM15,ACER3,ABCE1,ABCC10,AP2M1,ADNP,ADAM15,ACER3,ABCE1,ABCC10,AP2M1,ADNP,ADAM15,ACER3,ABCE1,ABCC10,AP2M1,ADNP,ADAM15,ACBD6,ABCE1,ABCC10
24,APOBEC3A,ADPGK,ADAM8,ACER3,ABCF2,ABCC3,APOBEC3A,ADPGK,ADAM8,ACLY,ABCF2,ABCC3,APOBEC3A,ADPGK,ADAM8,ACLY,ABCF2,ABCC3,APOBEC3A,ADPGK,ADAM8,ACLY,ABCF2,ABCC3,APOBEC3A,ADPGK,ADAM8,ACER3,ABCF2,ABCC3
25,APOC1,AFF1,ADAMTS2,ACLY,ABCG1,ABCC4,APOC1,AFF1,ADAMTS2,ACOT11,ABCG1,ABCC4,APOC1,AFF1,ADAMTS2,ACOT11,ABCG1,ABCC4,APOC1,AFF1,ADAMTS2,ACOT11,ABCG1,ABCC4,APOC1,AFF1,ADAMTS2,ACLY,ABCG1,ABCC4
26,APOD,AFG3L1P,ADAMTS9,ACOT11,ABHD12,ABCC5,APOD,AFG3L1P,ADAMTS9,ACP5,ABHD12,ABCC5,APOD,AFG3L1P,ADAMTS9,ACP5,ABHD12,ABCC5,APOD,AFG3L1P,ADAMTS9,ACP5,ABHD12,ABCC5,APOD,AFG3L1P,ADAMTS9,ACOT11,ABHD12,ABCC5
27,ARAP1,AGTRAP,ADD3,ACP5,ABHD14A,ABCC6,ARAP1,AGTRAP,ADD3,ACPP,ABHD14A,ABCC6,ARAP1,AGTRAP,ADD3,ACPP,ABHD14A,ABCC6,ARAP1,AGTRAP,ADD3,ACPP,ABHD14A,ABCC6,ARAP1,AGTRAP,ADD3,ACP5,ABHD14A,ABCC6
28,ARF1,AHI1,ADGRG3,ACPP,ABHD14B,ABCC8,ARF1,AHI1,ADGRG3,ACRBP,ABHD14B,ABCC8,ARF1,AHI1,ADGRG3,ACRBP,ABHD14B,ABCC8,ARF1,AHI1,ADGRG3,ACRBP,ABHD14B,ABCC8,ARF1,AHI1,ADGRG3,ACPP,ABHD14B,ABCC8
29,ARHGAP30,AKAP13,ADGRG6,ACRBP,ABHD15,ABCD3,ARHGAP30,AKAP13,ADGRG6,ACTN1,ABHD15,ABCD3,ARHGAP30,AKAP13,ADGRG6,ACTN1,ABHD15,ABCD3,ARHGAP30,AKAP13,ADGRG6,ACTN1,ABHD15,ABCD3,ARHGAP30,AKAP13,ADGRG6,ACRBP,ABHD15,ABCD3
30,ARHGAP45,AKNA,ADGRL4,ACTN1,ABHD17A,ABCD4,ARHGAP45,AKNA,ADGRL4,ACTN4,ABHD17A,ABCD4,ARHGAP45,AKNA,ADGRL4,ACTN4,ABHD17A,ABCD4,ARHGAP45,AKNA,ADGRL4,ACTN4,ABHD17A,ABCD4,ARHGAP45,AKNA,ADGRL4,ACTN1,ABHD17A,ABCD4
31,ARHGDIB,AKT3,ADIPOR1,ACTN4,ABHD18,ABCE1,ARHGDIB,AKT3,ADIPOR1,ACTR2,ABHD18,ABCE1,ARHGDIB,AKT3,ADIPOR1,ACTR2,ABHD18,ABCE1,ARHGDIB,AKT3,ADIPOR1,ACTR2,ABHD18,ABCE1,ARHGDIB,AKT3,ADIPOR1,ACTN4,ABHD18,ABCE1
32,ARHGEF12,ALAD,ADNP,ACTR2,ABHD3,ABCF2,ARHGEF12,ALAD,ADNP,ACTR3,ABHD3,ABCF2,ARHGEF12,ALAD,ADNP,ACTR3,ABHD3,ABCF2,ARHGEF12,ALAD,ADNP,ACTR3,ABHD3,ABCF2,ARHGEF12,ALAD,ADNP,ACTR2,ABHD3,ABCF2
33,ARID1A,ALAS2,ADPGK,ACTR3,ABHD4,ABCF3,ARID1A,ALAS2,ADPGK,ACYP1,ABHD4,ABCF3,ARID1A,ALAS2,ADPGK,ACYP1,ABHD4,ABCF3,ARID1A,ALAS2,ADPGK,ACYP1,ABHD4,ABCF3,ARID1A,ALAS2,ADPGK,ACTR3,ABHD4,ABCF3
34,ARL4C,ALDH1A1,AFF1,ACYP1,ABHD5,ABCG1,ARL4C,ALDH1A1,AFF1,ACYP2,ABHD5,ABCG1,ARL4C,ALDH1A1,AFF1,ACYP2,ABHD5,ABCG1,ARL4C,ALDH1A1,AFF1,ACYP2,ABHD5,ABCG1,ARL4C,ALDH1A1,AFF1,ACYP1,ABHD5,ABCG1
35,ARL6IP5,ALOX5AP,AFG3L1P,ACYP2,ABHD6,ABCG2,ARL6IP5,ALOX5AP,AFG3L1P,ADAM15,ABHD6,ABCG2,ARL6IP5,ALOX5AP,AFG3L1P,ADAM15,ABHD6,ABCG2,ARL6IP5,ALOX5AP,AFG3L1P,ADAM15,ABHD6,ABCG2,ARL6IP5,ALOX5AP,AFG3L1P,ACYP2,ABHD6,ABCG2
36,ARRB2,AMBP,AFG3L2,ADAM15,ABI3,ABHD12,ARRB2,AMBP,AFG3L2,ADAM28,ABI3,ABHD12,ARRB2,AMBP,AFG3L2,ADAM28,ABI3,ABHD12,ARRB2,AMBP,AFG3L2,ADAM28,ABI3,ABHD12,ARRB2,AMBP,AFG3L2,ADAM15,ABI3,ABHD12
37,ASAH1,AMZ2P1,AGO4,ADAM28,ABL1,ABHD13,ASAH1,AMZ2P1,AGO4,ADAM8,ABL1,ABHD13,ASAH1,AMZ2P1,AGO4,ADAM8,ABL1,ABHD13,ASAH1,AMZ2P1,AGO4,ADAM8,ABL1,ABHD13,ASAH1,AMZ2P1,AGO4,ADAM28,ABL1,ABHD13
38,ASS1,ANK1,AGTPBP1,ADAM8,ABL2,ABHD14A,ASS1,ANK1,AGTPBP1,ADAMTS1,ABL2,ABHD14A,ASS1,ANK1,AGTPBP1,ADAMTS1,ABL2,ABHD14A,ASS1,ANK1,AGTPBP1,ADAMTS1,ABL2,ABHD14A,ASS1,ANK1,AGTPBP1,ADAM8,ABL2,ABHD14A
