,11186-NUSVR--nu=0.05-C=0.1,11186-NUSVR--nu=0.1-C=0.1,11186-NUSVR--nu=0.15-C=0.1,11186-NUSVR--nu=0.25-C=0.1,11186-NUSVR--nu=0.5-C=0.1,11186-NUSVR--nu=0.75-C=0.1,11186-NUSVR--nu=0.05-C=0.5,11186-NUSVR--nu=0.1-C=0.5,11186-NUSVR--nu=0.15-C=0.5,11186-NUSVR--nu=0.25-C=0.5,11186-NUSVR--nu=0.5-C=0.5,11186-NUSVR--nu=0.75-C=0.5,11186-NUSVR--nu=0.05-C=0.75,11186-NUSVR--nu=0.1-C=0.75,11186-NUSVR--nu=0.15-C=0.75,11186-NUSVR--nu=0.25-C=0.75,11186-NUSVR--nu=0.5-C=0.75,11186-NUSVR--nu=0.75-C=0.75,11186-NUSVR--nu=0.05-C=1,11186-NUSVR--nu=0.1-C=1,11186-NUSVR--nu=0.15-C=1,11186-NUSVR--nu=0.25-C=1,11186-NUSVR--nu=0.5-C=1,11186-NUSVR--nu=0.75-C=1,11186-NUSVR--nu=0.05-C=10,11186-NUSVR--nu=0.1-C=10,11186-NUSVR--nu=0.15-C=10,11186-NUSVR--nu=0.25-C=10,11186-NUSVR--nu=0.5-C=10,11186-NUSVR--nu=0.75-C=10
0,ABLIM3,AATK,AATK,A1BG,A1BG,A1BG,ABLIM3,AATK,AATK,A1BG,A1BG,A1BG,ABLIM3,AATK,AATK,A1BG,A1BG,A1BG,ABLIM3,AATK,AATK,A1BG,A1BG,A1BG,ABLIM3,AATK,AATK,A1BG,A1BG,A1BG
1,ACRBP,ABCC4,ABCA5,A4GALT,A2ML1,A2ML1,ACRBP,ABCA8,ABCA5,A4GALT,A2ML1,A2ML1,ACRBP,ABCA8,ABCA5,A4GALT,A2ML1,A2ML1,ACRBP,ABCA8,ABCA5,A4GALT,A2ML1,A2ML1,ACRBP,ABCA8,ABCA5,A4GALT,A2ML1,A2ML1
2,ACTC1,ABCC5,ABCA8,AASDH,A4GALT,A4GALT,ACTC1,ABCC4,ABCA8,AASDH,A4GALT,A4GALT,ACTC1,ABCC4,ABCA8,AASDH,A4GALT,A4GALT,ACTC1,ABCC4,ABCA8,AASDH,A4GALT,A4GALT,ACTC1,ABCC4,ABCA8,AASDH,A4GALT,A4GALT
3,ACTN1,ABHD11,ABCC1,AATK,AAK1,A4GNT,ACTN1,ABCC5,ABCC1,AATK,AAK1,A4GNT,ACTN1,ABCC5,ABCC1,AATK,AAK1,A4GNT,ACTN1,ABCC5,ABCC1,AATK,AAK1,A4GNT,ACTN1,ABCC5,ABCC1,AATK,AAK1,A4GNT
4,ACTN4,ABLIM1,ABCC4,ABCA5,AAMP,AACS,ACTN4,ABHD11,ABCC4,ABCA5,AAMP,AACS,ACTN4,ABHD11,ABCC4,ABCA5,AAMP,AACS,ACTN4,ABHD11,ABCC4,ABCA5,AAMP,AACS,ACTN4,ABHD11,ABCC4,ABCA5,AAMP,AACS
5,ADGRL4,ABLIM3,ABCC5,ABCA8,AAR2,AAK1,ADGRL4,ABHD12,ABCC5,ABCA8,AAR2,AAK1,ADGRL4,ABHD12,ABCC5,ABCA8,AAR2,AAK1,ADGRL4,ABHD12,ABCC5,ABCA8,AAR2,AAK1,ADGRL4,ABLIM1,ABCC5,ABCA8,AAR2,AAK1
6,ADIPOR1,ABTB1,ABHD11,ABCC1,AARS,AAMDC,ADIPOR1,ABLIM1,ABHD11,ABCC1,AARS,AAMDC,ADIPOR1,ABLIM1,ABHD11,ABCC1,AARS,AAMDC,ADIPOR1,ABLIM1,ABHD11,ABCC1,AARS,AAMDC,ADIPOR1,ABLIM3,ABHD11,ABCC1,AARS,AAMDC
7,AFF1,AC009506.1,ABHD12,ABCC3,AARSD1,AAMP,AFF1,ABLIM3,ABHD12,ABCC3,AARSD1,AAMP,AFF1,ABLIM3,ABHD12,ABCC3,AARSD1,AAMP,AFF1,ABLIM3,ABHD12,ABCC3,AARSD1,AAMP,AFF1,ABTB1,ABHD12,ABCC3,AARSD1,AAMP
8,AGPAT1,ACRBP,ABHD3,ABCC4,AASDH,AAR2,AGPAT1,ABTB1,ABHD3,ABCC4,AASDH,AAR2,AGPAT1,ABTB1,ABHD3,ABCC4,AASDH,AAR2,AGPAT1,ABTB1,ABHD3,ABCC4,AASDH,AAR2,AGPAT1,AC009506.1,ABHD3,ABCC4,AASDH,AAR2
9,AGPAT5,ACTC1,ABHD4,ABCC5,AATF,AARS,AGPAT5,AC009506.1,ABHD4,ABCC5,AATF,AARS,AGPAT5,AC009506.1,ABHD4,ABCC5,AATF,AARS,AGPAT5,AC009506.1,ABHD4,ABCC5,AATF,AARS,AGPAT5,ACRBP,ABHD4,ABCC5,AATF,AARS
