,3347-NUSVR--nu=0.05-C=0.1,3347-NUSVR--nu=0.1-C=0.1,3347-NUSVR--nu=0.15-C=0.1,3347-NUSVR--nu=0.25-C=0.1,3347-NUSVR--nu=0.5-C=0.1,3347-NUSVR--nu=0.75-C=0.1,3347-NUSVR--nu=0.05-C=0.5,3347-NUSVR--nu=0.1-C=0.5,3347-NUSVR--nu=0.15-C=0.5,3347-NUSVR--nu=0.25-C=0.5,3347-NUSVR--nu=0.5-C=0.5,3347-NUSVR--nu=0.75-C=0.5,3347-NUSVR--nu=0.05-C=0.75,3347-NUSVR--nu=0.1-C=0.75,3347-NUSVR--nu=0.15-C=0.75,3347-NUSVR--nu=0.25-C=0.75,3347-NUSVR--nu=0.5-C=0.75,3347-NUSVR--nu=0.75-C=0.75,3347-NUSVR--nu=0.05-C=1,3347-NUSVR--nu=0.1-C=1,3347-NUSVR--nu=0.15-C=1,3347-NUSVR--nu=0.25-C=1,3347-NUSVR--nu=0.5-C=1,3347-NUSVR--nu=0.75-C=1,3347-NUSVR--nu=0.05-C=10,3347-NUSVR--nu=0.1-C=10,3347-NUSVR--nu=0.15-C=10,3347-NUSVR--nu=0.25-C=10,3347-NUSVR--nu=0.5-C=10,3347-NUSVR--nu=0.75-C=10
0,ABHD17A,AATK,AATK,AAK1,AAK1,A1CF,ABHD17A,AATK,AATK,AAK1,AAK1,A1CF,ABHD17A,AATK,AATK,AAK1,AAK1,A1CF,ABHD17A,AATK,AATK,AAK1,AAK1,A1CF,ABHD17A,AATK,AATK,AAK1,AAK1,A1CF
1,ABLIM3,ABCC4,ABCA8,AASDHPPT,AARS,A2M,ABLIM3,ABCC4,ABCA8,AASDHPPT,AARS,A2M,ABLIM3,ABCC4,ABCA8,AASDHPPT,AARS,A2M,ABLIM3,ABCC4,ABCA8,AASDHPPT,AARS,A2M,ABLIM3,ABCC4,ABCA8,AASDHPPT,AARS,A2M
2,ACPP,ABCC5,ABCC1,AATK,AARS2,AACS,ACPP,ABCC5,ABCC1,AATK,AARS2,AACS,ACPP,ABCC5,ABCC1,AATK,AARS2,AACS,ACPP,ABCC5,ABCC1,AATK,AARS2,AACS,ACPP,ABCC5,ABCC1,AATK,AARS2,AACS
3,ACRBP,ABHD11,ABCC4,ABCA8,AARSD1,AAK1,ACRBP,ABHD11,ABCC4,ABCA8,AARSD1,AAK1,ACRBP,ABHD11,ABCC4,ABCA8,AARSD1,AAK1,ACRBP,ABHD11,ABCC4,ABCA8,AARSD1,AAK1,ACRBP,ABHD11,ABCC4,ABCA8,AARSD1,AAK1
4,ACTC1,ABHD12,ABCC5,ABCB10,AASDH,AAMDC,ACTC1,ABHD12,ABCC5,ABCB10,AASDH,AAMP,ACTC1,ABHD12,ABCC5,ABCB10,AASDH,AAMP,ACTC1,ABHD12,ABCC5,ABCB10,AASDH,AAMP,ACTC1,ABHD12,ABCC5,ABCB10,AASDH,AAMP
5,ACTN4,ABHD17A,ABHD11,ABCB9,AASDHPPT,AAMP,ACTN4,ABHD17A,ABHD11,ABCB9,AASDHPPT,AAR2,ACTN4,ABHD17A,ABHD11,ABCB9,AASDHPPT,AAR2,ACTN4,ABHD17A,ABHD11,ABCB9,AASDHPPT,AAR2,ACTN4,ABHD17A,ABHD11,ABCB9,AASDHPPT,AAR2
6,ACTR2,ABLIM3,ABHD12,ABCC1,AATF,AAR2,ACTR2,ABLIM3,ABHD12,ABCC1,AATF,AARS,ACTR2,ABLIM3,ABHD12,ABCC1,AATF,AARS,ACTR2,ABLIM3,ABHD12,ABCC1,AATF,AARS,ACTR2,ABLIM3,ABHD12,ABCC1,AATF,AARS
7,ACTR3,ABO,ABHD17A,ABCC3,AATK,AARS,ACTR3,ABO,ABHD17A,ABCC3,AATK,AARS2,ACTR3,ABO,ABHD17A,ABCC3,AATK,AARS2,ACTR3,ABO,ABHD17A,ABCC3,AATK,AARS2,ACTR3,ABO,ABHD17A,ABCC3,AATK,AARS2
8,ACVR2A,AC009506.1,ABHD5,ABCC4,ABCA1,AARS2,ACVR2A,AC009506.1,ABLIM3,ABCC4,ABCA1,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,ABCA1,AARSD1,ACVR2A,AC009506.1,ABHD5,ABCC4,ABCA1,AARSD1,ACVR2A,AC009506.1,ABLIM3,ABCC4,ABCA1,AARSD1
9,AGPAT1,AC144652.1,ABLIM3,ABCC5,ABCA3,AARSD1,ADIPOR2,AC144652.1,ABO,ABCC5,ABCA3,AASDH,ADIPOR2,AC144652.1,ABO,ABCC5,ABCA3,AASDH,ADIPOR2,AC144652.1,ABLIM3,ABCC5,ABCA3,AASDH,ADIPOR2,AC144652.1,ABO,ABCC5,ABCA3,AASDH
