,3237-NUSVR--nu=0.05-C=0.1,3237-NUSVR--nu=0.1-C=0.1,3237-NUSVR--nu=0.15-C=0.1,3237-NUSVR--nu=0.25-C=0.1,3237-NUSVR--nu=0.5-C=0.1,3237-NUSVR--nu=0.75-C=0.1,3237-NUSVR--nu=0.05-C=0.5,3237-NUSVR--nu=0.1-C=0.5,3237-NUSVR--nu=0.15-C=0.5,3237-NUSVR--nu=0.25-C=0.5,3237-NUSVR--nu=0.5-C=0.5,3237-NUSVR--nu=0.75-C=0.5,3237-NUSVR--nu=0.05-C=0.75,3237-NUSVR--nu=0.1-C=0.75,3237-NUSVR--nu=0.15-C=0.75,3237-NUSVR--nu=0.25-C=0.75,3237-NUSVR--nu=0.5-C=0.75,3237-NUSVR--nu=0.75-C=0.75,3237-NUSVR--nu=0.05-C=1,3237-NUSVR--nu=0.1-C=1,3237-NUSVR--nu=0.15-C=1,3237-NUSVR--nu=0.25-C=1,3237-NUSVR--nu=0.5-C=1,3237-NUSVR--nu=0.75-C=1,3237-NUSVR--nu=0.05-C=10,3237-NUSVR--nu=0.1-C=10,3237-NUSVR--nu=0.15-C=10,3237-NUSVR--nu=0.25-C=10,3237-NUSVR--nu=0.5-C=10,3237-NUSVR--nu=0.75-C=10
0,ABCC3,AATK,AAK1,A1BG,A1BG,A1BG,ABCC3,AATK,AAK1,A1BG,A1BG,A1BG,ABCC3,AATK,AAK1,A1BG,A1BG,A1BG,ABCC3,AATK,AAK1,A1BG,A1BG,A1BG,ABCC3,AATK,AAK1,A1BG,A1BG,A1BG
1,ABCC4,ABCC1,AATK,AAK1,A2ML1,A1CF,ABCC4,ABCC1,AATK,AAK1,A2ML1,A1CF,ABCC4,ABCC1,AATK,AAK1,A2M,A1CF,ABCC4,ABCC1,AATK,AAK1,A2M,A1CF,ABCC4,ABCC1,AATK,AAK1,A2ML1,A1CF
2,ABHD11,ABCC3,ABCA8,AATK,AAK1,A2M,ABHD11,ABCC3,ABCA8,AATK,AAK1,A2M,ABHD11,ABCC3,ABCA8,AATK,A2ML1,A2M,ABHD11,ABCC3,ABCA8,AATK,A2ML1,A2M,ABHD11,ABCC3,ABCA8,AATK,AAK1,A2M
3,ABHD12,ABCC4,ABCC1,ABCA13,AARD,A2ML1,ABHD12,ABCC4,ABCC1,ABCA13,AARD,A2ML1,ABHD12,ABCC4,ABCC1,ABCA13,AAK1,A2ML1,ABHD12,ABCC4,ABCC1,ABCA13,AAK1,A2ML1,ABHD12,ABCC4,ABCC1,ABCA13,AARD,A2ML1
4,ABLIM3,ABHD11,ABCC3,ABCA5,AARS,A4GALT,ABLIM3,ABHD11,ABCC3,ABCA5,AARS,A4GALT,ABLIM3,ABHD11,ABCC3,ABCA5,AARD,A4GALT,ABLIM3,ABHD11,ABCC3,ABCA5,AARD,A4GALT,ABLIM3,ABHD11,ABCC3,ABCA5,AARS,A4GALT
5,AC147651.4,ABHD12,ABCC4,ABCA8,AASDH,AADAT,AC147651.4,ABHD12,ABCC4,ABCA8,AASDH,AADAT,AC147651.4,ABHD12,ABCC4,ABCA8,AARS,AADAT,AC147651.4,ABHD12,ABCC4,ABCA8,AARS,AADAT,AC147651.4,ABHD12,ABCC4,ABCA8,AASDH,AADAT
6,ACP1,ABHD17A,ABHD11,ABCB1,AATK,AAK1,ACP1,ABHD17A,ABHD11,ABCB1,AATK,AAK1,ACP1,ABHD17A,ABHD11,ABCB1,AASDH,AAK1,ACP1,ABHD17A,ABHD11,ABCB1,AASDH,AAK1,ACP1,ABHD17A,ABHD11,ABCB1,AATK,AAK1
7,ACPP,ABLIM1,ABHD12,ABCB9,ABCA1,AAMP,ACPP,ABLIM1,ABHD12,ABCB9,ABCA1,AAMP,ACPP,ABLIM1,ABHD12,ABCB9,AATK,AAMP,ACPP,ABLIM1,ABHD12,ABCB9,AATK,AAMP,ACPP,ABLIM1,ABHD12,ABCB9,ABCA1,AAMP
8,ACRBP,ABLIM3,ABHD17A,ABCC1,ABCA10,AAR2,ACRBP,ABLIM3,ABHD17A,ABCC1,ABCA10,AAR2,ACRBP,ABLIM3,ABHD17A,ABCC1,ABCA1,AAR2,ACRBP,ABLIM3,ABHD17A,ABCC1,ABCA1,AAR2,ACRBP,ABLIM3,ABHD17A,ABCC1,ABCA10,AAR2
9,ACTC1,ABO,ABHD4,ABCC3,ABCA11P,AARD,ACTC1,ABO,ABHD4,ABCC3,ABCA11P,AARD,ACTC1,ABO,ABHD4,ABCC3,ABCA10,AARD,ACTC1,ABO,ABHD4,ABCC3,ABCA10,AARD,ACTC1,ABO,ABHD4,ABCC3,ABCA11P,AARD
10,ACTN1,ABTB1,ABHD5,ABCC4,ABCA13,AARS,ACTN1,ABTB1,ABHD5,ABCC4,ABCA13,AARS,ACTN1,ABTB1,ABHD5,ABCC4,ABCA11P,AARS,ACTN1,ABTB1,ABHD5,ABCC4,ABCA11P,AARS,ACTN1,ABTB1,ABHD5,ABCC4,ABCA13,AARS
11,ACTR2,AC009506.1,ABI2,ABCG1,ABCA3,AARS2,ACTR2,AC009506.1,ABI2,ABCG1,ABCA3,AARS2,ACTR2,AC009506.1,ABI2,ABCG1,ABCA13,AARS2,ACTR2,AC009506.1,ABI2,ABCG1,ABCA13,AARS2,ACTR2,AC009506.1,ABI2,ABCG1,ABCA3,AARS2
12,ACVR1,AC144652.1,ABLIM1,ABHD11,ABCA5,AARSD1,ACVR1,AC144652.1,ABLIM1,ABHD11,ABCA5,AARSD1,ACVR1,AC144652.1,ABLIM1,ABHD11,ABCA3,AARSD1,ACVR1,AC144652.1,ABLIM1,ABHD11,ABCA3,AARSD1,ACVR1,AC144652.1,ABLIM1,ABHD11,ABCA5,AARSD1
13,ADAMTS1,AC147651.4,ABLIM3,ABHD12,ABCA8,AASDH,ADAMTS1,AC147651.4,ABLIM3,ABHD12,ABCA8,AASDH,ADAMTS1,AC147651.4,ABLIM3,ABHD12,ABCA5,AASDH,ADAMTS1,AC147651.4,ABLIM3,ABHD12,ABCA5,AASDH,ADAMTS1,AC147651.4,ABLIM3,ABHD12,ABCA8,AASDH
