,11206-NUSVR--nu=0.05-C=0.1,11206-NUSVR--nu=0.1-C=0.1,11206-NUSVR--nu=0.15-C=0.1,11206-NUSVR--nu=0.25-C=0.1,11206-NUSVR--nu=0.5-C=0.1,11206-NUSVR--nu=0.75-C=0.1,11206-NUSVR--nu=0.05-C=0.5,11206-NUSVR--nu=0.1-C=0.5,11206-NUSVR--nu=0.15-C=0.5,11206-NUSVR--nu=0.25-C=0.5,11206-NUSVR--nu=0.5-C=0.5,11206-NUSVR--nu=0.75-C=0.5,11206-NUSVR--nu=0.05-C=0.75,11206-NUSVR--nu=0.1-C=0.75,11206-NUSVR--nu=0.15-C=0.75,11206-NUSVR--nu=0.25-C=0.75,11206-NUSVR--nu=0.5-C=0.75,11206-NUSVR--nu=0.75-C=0.75,11206-NUSVR--nu=0.05-C=1,11206-NUSVR--nu=0.1-C=1,11206-NUSVR--nu=0.15-C=1,11206-NUSVR--nu=0.25-C=1,11206-NUSVR--nu=0.5-C=1,11206-NUSVR--nu=0.75-C=1,11206-NUSVR--nu=0.05-C=10,11206-NUSVR--nu=0.1-C=10,11206-NUSVR--nu=0.15-C=10,11206-NUSVR--nu=0.25-C=10,11206-NUSVR--nu=0.5-C=10,11206-NUSVR--nu=0.75-C=10
0,ABHD12,ABHD11,ABCC3,AAK1,A1BG,A1BG,ABHD12,ABHD11,ABCC3,AAK1,A1BG,A1BG,ABHD12,ABHD11,ABCC3,AAK1,A1BG,A1BG,ABHD12,ABHD11,ABCC3,AAK1,A1BG,A1BG,ABHD12,ABHD11,ABCC3,AAK1,A1BG,A1BG
1,ABL2,ABHD12,ABCC4,AATF,AADAT,A2M,ABL2,ABHD12,ABCC4,AATF,AADAT,A2M,ABL2,ABHD12,ABCC4,AATF,AADAT,A2M,ABL2,ABHD12,ABCC4,AATF,AADAT,A2M,ABL2,ABHD12,ABCC4,AATF,AADAT,A2M
2,ABLIM3,ABHD17A,ABHD11,ABCB1,AAK1,AADAT,ABLIM3,ABHD17A,ABHD11,ABCB1,AAK1,AADAT,ABLIM3,ABHD17A,ABHD11,ABCA5,AAK1,AADAT,ABLIM3,ABHD17A,ABHD11,ABCA5,AAK1,AADAT,ABLIM3,ABHD17A,ABHD11,ABCA5,AAK1,AADAT
3,ACRBP,ABHD5,ABHD12,ABCC1,AARS,AAK1,ACRBP,ABHD5,ABHD12,ABCC1,AARS,AAK1,ACRBP,ABHD5,ABHD12,ABCB1,AARS,AAK1,ACRBP,ABHD5,ABHD12,ABCB1,AARS,AAK1,ACRBP,ABHD5,ABHD12,ABCB1,AARS,AAK1
4,ACTN4,ABL2,ABHD17A,ABCC3,AARS2,AAMDC,ACTN4,ABL2,ABHD17A,ABCC3,AARS2,AAMDC,ACTN4,ABL2,ABHD17A,ABCC1,AARS2,AAMDC,ACTN4,ABL2,ABHD17A,ABCC1,AARS2,AAMDC,ACTN4,ABL2,ABHD17A,ABCC1,AARS2,AAMDC
5,ACTR2,ABLIM3,ABHD3,ABCC4,AARSD1,AAMP,ACTR2,ABLIM3,ABHD3,ABCC4,AARSD1,AAMP,ACTR2,ABLIM3,ABHD3,ABCC3,AARSD1,AAMP,ACTR2,ABLIM3,ABHD3,ABCC3,AARSD1,AAMP,ACTR2,ABLIM3,ABHD3,ABCC3,AARSD1,AAMP
6,ACTR3,ABTB1,ABHD5,ABCG1,AASDH,AARS,ACTR3,ABTB1,ABHD5,ABCG1,AASDH,AARS,ACTR3,ABTB1,ABHD5,ABCC4,AASDH,AARS,ACTR3,ABTB1,ABHD5,ABCC4,AASDH,AARS,ACTR3,ABTB1,ABHD5,ABCC4,AASDH,AARS
7,ADD3,ACER3,ABL2,ABHD11,AATF,AARS2,ADD3,ACER3,ABL2,ABHD11,AATF,AARS2,ADD3,ACER3,ABL2,ABCG1,AATF,AARS2,ADD3,ACER3,ABL2,ABCG1,AATF,AARS2,ADD3,ACER3,ABL2,ABCG1,AATF,AARS2
8,ADIPOR1,ACPP,ABLIM1,ABHD12,ABCA5,AARSD1,ADIPOR1,ACPP,ABLIM1,ABHD12,ABCA5,AARSD1,ADIPOR1,ACPP,ABLIM1,ABHD11,ABCA5,AARSD1,ADIPOR1,ACPP,ABLIM1,ABHD11,ABCA5,AARSD1,ADIPOR1,ACRBP,ABLIM1,ABHD11,ABCA5,AARSD1
9,AGPAT5,ACRBP,ABLIM3,ABHD17A,ABCA7,AASDH,AGPAT5,ACRBP,ABLIM3,ABHD17A,ABCA7,AASDH,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA7,AASDH,AGPAT5,ACRBP,ABLIM3,ABHD12,ABCA7,AASDH,AGPAT5,ACTN1,ABLIM3,ABHD12,ABCA7,AASDH
10,AGTRAP,ACTN1,ABTB1,ABHD3,ABCB1,AASDHPPT,AGTRAP,ACTN1,ABTB1,ABHD3,ABCB1,AASDHPPT,AGTRAP,ACTN1,ABTB1,ABHD17A,ABCB1,AASDHPPT,AGTRAP,ACTN1,ABTB1,ABHD17A,ABCB1,AASDHPPT,AGTRAP,ACTN4,ABTB1,ABHD17A,ABCB1,AASDHPPT
11,AKAP13,ACTN4,AC009506.1,ABHD5,ABCB9,AASS,AKAP13,ACTN4,AC009506.1,ABHD5,ABCB9,AASS,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB9,AASS,AKAP13,ACTN4,AC009506.1,ABHD3,ABCB9,AASS,AKAP13,ACTR2,AC009506.1,ABHD3,ABCB9,AASS
12,AKNA,ACTR2,ACAP2,ABHD6,ABCC1,AATF,AKNA,ACTR2,ACAP2,ABHD6,ABCC1,AATF,AKNA,ACTR2,ACAP2,ABHD5,ABCC1,AATF,AKNA,ACTR2,ACAP2,ABHD5,ABCC1,AATF,AKNA,ACTR3,ACAP2,ABHD5,ABCC1,AATF
13,ALOX5AP,ACTR3,ACBD6,ABI3BP,ABCC13,AATK,AKR1C1,ACTR3,ACBD6,ABI3BP,ABCC13,AATK,AKR1C1,ACTR3,ACBD6,ABHD6,ABCC13,AATK,AKR1C1,ACTR3,ACBD6,ABHD6,ABCC13,AATK,AKR1C1,ACYP1,ACBD6,ABHD6,ABCC13,AATK
14,ANK1,ACYP1,ACER3,ABL2,ABCC3,ABCA1,ALOX5AP,ACYP1,ACER3,ABL2,ABCC3,ABCA1,ALOX5AP,ACYP1,ACER3,ABI3BP,ABCC3,ABCA1,ALOX5AP,ACYP1,ACER3,ABI3BP,ABCC3,ABCA1,ALOX5AP,ADAMTS9,ACER3,ABI3BP,ABCC3,ABCA1
15,ANKRD33B,ADAMTS9,ACLY,ABLIM1,ABCC4,ABCA10,ANK1,ADAMTS9,ACLY,ABLIM1,ABCC4,ABCA10,ANK1,ADAMTS9,ACLY,ABL2,ABCC4,ABCA10,ANK1,ADAMTS9,ACLY,ABL2,ABCC4,ABCA10,ANK1,ADD3,ACKR3,ABL2,ABCC4,ABCA10
16,ANKRD36C,ADD3,ACPP,ABLIM3,ABCD3,ABCA11P,ANKRD33B,ADD3,ACPP,ABLIM3,ABCD3,ABCA11P,ANKRD33B,ADD3,ACPP,ABLIM1,ABCD3,ABCA11P,ANKRD33B,ADD3,ACPP,ABLIM1,ABCD3,ABCA11P,ANKRD33B,ADGRE5,ACLY,ABLIM1,ABCD3,ABCA11P
17,ANO6,ADGRE5,ACRBP,ABO,ABCD4,ABCA3,ANKRD36C,ADGRE5,ACRBP,ABO,ABCD4,ABCA3,ANKRD36C,ADGRE5,ACRBP,ABLIM3,ABCD4,ABCA3,ANKRD36C,ADGRE5,ACRBP,ABLIM3,ABCD4,ABCA3,ANKRD36C,ADGRL4,ACPP,ABLIM3,ABCD4,ABCA3
18,ANP32A,ADGRL4,ACTN1,ABTB1,ABCF2,ABCA5,ANO6,ADGRL4,ACTN1,ABTB1,ABCF2,ABCA5,ANO6,ADGRL4,ACTN1,ABO,ABCF2,ABCA5,ANO6,ADGRL4,ACTN1,ABO,ABCF2,ABCA5,ANO6,ADIPOR1,ACRBP,ABO,ABCF2,ABCA5
19,ANP32B,ADIPOR1,ACTN4,AC009506.1,ABCF3,ABCA6,ANP32A,ADIPOR1,ACTN4,AC009506.1,ABCF3,ABCA6,ANP32A,ADIPOR1,ACTN4,ABTB1,ABCF3,ABCA6,ANP32A,ADIPOR1,ACTN4,ABTB1,ABCF3,ABCA6,ANP32A,ADM,ACTN1,ABTB1,ABCF3,ABCA6
20,ANXA1,ADM,ACTR2,AC022182.2,ABCG1,ABCA7,ANP32B,ADM,ACTR2,AC022182.2,ABCG1,ABCA7,ANP32B,ADM,ACTR2,AC009506.1,ABCG1,ABCA7,ANP32B,ADM,ACTR2,AC009506.1,ABCG1,ABCA7,ANP32B,AFF1,ACTN4,AC009506.1,ABCG1,ABCA7
21,ANXA11,AFF1,ACTR3,ACAA1,ABHD11,ABCB1,ANXA1,AFF1,ACTR3,ACAA1,ABHD11,ABCB1,ANXA1,AFF1,ACTR3,AC022182.2,ABHD11,ABCB1,ANXA1,AFF1,ACTR3,AC022182.2,ABHD11,ABCB1,ANXA1,AFG3L1P,ACTR2,AC022182.2,ABHD11,ABCB1
22,ANXA3,AFG3L1P,ACVR2A,ACAP2,ABHD12,ABCB10,ANXA11,AFG3L1P,ACVR2A,ACAP2,ABHD12,ABCB10,ANXA11,AFG3L1P,ACVR2A,ACAA1,ABHD12,ABCB10,ANXA11,AFG3L1P,ACVR2A,ACAA1,ABHD12,ABCB10,ANXA11,AGPAT1,ACTR3,ACAA1,ABHD12,ABCB10
23,ANXA4,AGPAT1,ACYP1,ACBD6,ABHD15,ABCB8,ANXA3,AGPAT1,ACYP1,ACBD6,ABHD15,ABCB8,ANXA3,AGPAT1,ACYP1,ACAP2,ABHD15,ABCB8,ANXA3,AGPAT1,ACYP1,ACAP2,ABHD15,ABCB8,ANXA3,AGPAT5,ACVR2A,ACAP2,ABHD15,ABCB8
24,AOC1,AGPAT5,ACYP2,ACCS,ABHD17A,ABCB9,ANXA4,AGPAT5,ACYP2,ACCS,ABHD17A,ABCB9,ANXA4,AGPAT5,ACYP2,ACBD6,ABHD17A,ABCB9,AOC1,AGPAT5,ACYP2,ACBD6,ABHD17A,ABCB9,AOC1,AGTPBP1,ACYP1,ACBD6,ABHD17A,ABCB9
25,AP2M1,AGTPBP1,ADAMTS2,ACER3,ABHD3,ABCC1,AOC1,AGTPBP1,ADAMTS2,ACER3,ABHD3,ABCC1,AOC1,AGTPBP1,ADAMTS2,ACCS,ABHD3,ABCC1,AP2M1,AGTPBP1,ADAMTS2,ACCS,ABHD3,ABCC1,AP2M1,AGTRAP,ACYP2,ACCS,ABHD3,ABCC1
26,AQP10,AGTRAP,ADAMTS9,ACKR3,ABHD4,ABCC11,AP2M1,AGTRAP,ADAMTS9,ACKR3,ABHD4,ABCC11,AP2M1,AGTRAP,ADAMTS9,ACER3,ABHD4,ABCC11,AQP10,AGTRAP,ADAMTS9,ACER3,ABHD4,ABCC11,AQP10,AKAP13,ADAMTS2,ACER3,ABHD4,ABCC11
27,ARAP1,AKAP13,ADD3,ACLY,ABHD5,ABCC13,AQP10,AKAP13,ADD3,ACLY,ABHD5,ABCC13,AQP10,AKAP13,ADD3,ACKR3,ABHD5,ABCC13,ARAP1,AKAP13,ADD3,ACKR3,ABHD5,ABCC13,ARAP1,AKIRIN1,ADAMTS9,ACKR3,ABHD5,ABCC13
28,ARF1,AKIRIN1,ADGRE5,ACOT11,ABHD6,ABCC3,ARAP1,AKIRIN1,ADGRE5,ACOT11,ABHD6,ABCC3,ARAP1,AKIRIN1,ADGRE5,ACLY,ABHD6,ABCC3,ARF1,AKIRIN1,ADGRE5,ACLY,ABHD6,ABCC3,ARF1,AKNA,ADD3,ACLY,ABHD6,ABCC3
