,11214-NUSVR--nu=0.05-C=0.1,11214-NUSVR--nu=0.1-C=0.1,11214-NUSVR--nu=0.15-C=0.1,11214-NUSVR--nu=0.25-C=0.1,11214-NUSVR--nu=0.5-C=0.1,11214-NUSVR--nu=0.75-C=0.1,11214-NUSVR--nu=0.05-C=0.5,11214-NUSVR--nu=0.1-C=0.5,11214-NUSVR--nu=0.15-C=0.5,11214-NUSVR--nu=0.25-C=0.5,11214-NUSVR--nu=0.5-C=0.5,11214-NUSVR--nu=0.75-C=0.5,11214-NUSVR--nu=0.05-C=0.75,11214-NUSVR--nu=0.1-C=0.75,11214-NUSVR--nu=0.15-C=0.75,11214-NUSVR--nu=0.25-C=0.75,11214-NUSVR--nu=0.5-C=0.75,11214-NUSVR--nu=0.75-C=0.75,11214-NUSVR--nu=0.05-C=1,11214-NUSVR--nu=0.1-C=1,11214-NUSVR--nu=0.15-C=1,11214-NUSVR--nu=0.25-C=1,11214-NUSVR--nu=0.5-C=1,11214-NUSVR--nu=0.75-C=1,11214-NUSVR--nu=0.05-C=10,11214-NUSVR--nu=0.1-C=10,11214-NUSVR--nu=0.15-C=10,11214-NUSVR--nu=0.25-C=10,11214-NUSVR--nu=0.5-C=10,11214-NUSVR--nu=0.75-C=10
0,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG,ABHD12,AATK,AATK,AAK1,A1BG,A1BG
1,ABHD17A,ABCA8,ABCA8,AATK,A1CF,A1CF,ABHD17A,ABCA8,ABCA8,AATK,A1CF,A1CF,ABHD17A,ABCA8,ABCA8,AATK,A1CF,A1CF,ABHD17A,ABCA8,ABCA8,AATK,A1CF,A1CF,ABHD17A,ABCA8,ABCA8,AATK,A1CF,A1CF
2,ABLIM3,ABCC3,ABCB9,ABCA13,AAK1,A2M,ABLIM3,ABCC3,ABCB9,ABCA13,AAK1,A2M,ABLIM3,ABCC3,ABCB9,ABCA13,AAK1,A2M,ABLIM3,ABCC3,ABCB9,ABCA13,AAK1,A2M,ABLIM3,ABCC3,ABCB9,ABCA13,AAK1,A2M
3,ACPP,ABCC4,ABCC3,ABCA8,AAMP,AADAT,ACPP,ABCC4,ABCC3,ABCA8,AAMP,AADAT,ACPP,ABCC4,ABCC3,ABCA8,AAMP,AADAT,ACPP,ABCC4,ABCC3,ABCA8,AAMP,AADAT,ACPP,ABCC4,ABCC3,ABCA8,AAMP,AADAT
4,ACRBP,ABHD11,ABCC4,ABCB9,AARS,AAK1,ACRBP,ABHD11,ABCC4,ABCB9,AARS,AAK1,ACRBP,ABHD11,ABCC4,ABCB9,AARS,AAK1,ACRBP,ABHD11,ABCC4,ABCB9,AARS,AAK1,ACRBP,ABHD11,ABCC4,ABCB9,AARS,AAK1
5,ACTC1,ABHD12,ABHD11,ABCC1,AARS2,AAMP,ACTC1,ABHD12,ABHD11,ABCC1,AARS2,AAMP,ACTC1,ABHD12,ABHD11,ABCC1,AARS2,AAMP,ACTC1,ABHD12,ABHD11,ABCC1,AARS2,AAMP,ACTC1,ABHD12,ABHD11,ABCC1,AARS2,AAMP
6,ACTN1,ABHD17A,ABHD12,ABCC3,AARSD1,AARS,ACTN1,ABHD17A,ABHD12,ABCC3,AARSD1,AARS,ACTN1,ABHD17A,ABHD12,ABCC3,AARSD1,AARS,ACTN1,ABHD17A,ABHD12,ABCC3,AARSD1,AARS,ACTN1,ABHD17A,ABHD12,ABCC3,AARSD1,AARS
7,ACTN4,ABHD3,ABHD17A,ABCC4,AASDH,AARS2,ACTN4,ABHD3,ABHD17A,ABCC4,AASDH,AARS2,ACTN4,ABHD3,ABHD17A,ABCC4,AASDH,AARS2,ACTN4,ABHD3,ABHD17A,ABCC4,AASDH,AARS2,ACTN4,ABHD3,ABHD17A,ABCC4,AASDH,AARS2
8,ACTR2,ABL2,ABHD3,ABCG1,AASS,AARSD1,ACTR2,ABL2,ABHD3,ABCG1,AASS,AARSD1,ACTR2,ABL2,ABHD3,ABCG1,AASS,AARSD1,ACTR2,ABL2,ABHD3,ABCG1,AASS,AARSD1,ACTR2,ABL2,ABHD3,ABCG1,AASS,AARSD1
9,ACTR3,ABLIM1,ABHD5,ABHD11,AATF,AASDH,ACTR3,ABLIM1,ABHD5,ABHD11,AATF,AASDH,ACTR3,ABLIM1,ABHD5,ABHD11,AATF,AASDH,ACTR3,ABLIM1,ABHD5,ABHD11,AATF,AASDH,ACTR3,ABLIM1,ABHD5,ABHD11,AATF,AASDH
10,ADD3,ABLIM3,ABL2,ABHD12,AATK,AASS,ADD3,ABLIM3,ABL2,ABHD12,AATK,AASS,ADD3,ABLIM3,ABL2,ABHD12,AATK,AASS,ADD3,ABLIM3,ABL2,ABHD12,AATK,AASS,ADGRG6,ABLIM3,ABL2,ABHD12,AATK,AASS
