,5683-NUSVR--nu=0.05-C=0.1,5683-NUSVR--nu=0.1-C=0.1,5683-NUSVR--nu=0.15-C=0.1,5683-NUSVR--nu=0.25-C=0.1,5683-NUSVR--nu=0.5-C=0.1,5683-NUSVR--nu=0.75-C=0.1,5683-NUSVR--nu=0.05-C=0.5,5683-NUSVR--nu=0.1-C=0.5,5683-NUSVR--nu=0.15-C=0.5,5683-NUSVR--nu=0.25-C=0.5,5683-NUSVR--nu=0.5-C=0.5,5683-NUSVR--nu=0.75-C=0.5,5683-NUSVR--nu=0.05-C=0.75,5683-NUSVR--nu=0.1-C=0.75,5683-NUSVR--nu=0.15-C=0.75,5683-NUSVR--nu=0.25-C=0.75,5683-NUSVR--nu=0.5-C=0.75,5683-NUSVR--nu=0.75-C=0.75,5683-NUSVR--nu=0.05-C=1,5683-NUSVR--nu=0.1-C=1,5683-NUSVR--nu=0.15-C=1,5683-NUSVR--nu=0.25-C=1,5683-NUSVR--nu=0.5-C=1,5683-NUSVR--nu=0.75-C=1,5683-NUSVR--nu=0.05-C=10,5683-NUSVR--nu=0.1-C=10,5683-NUSVR--nu=0.15-C=10,5683-NUSVR--nu=0.25-C=10,5683-NUSVR--nu=0.5-C=10,5683-NUSVR--nu=0.75-C=10
0,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M,A2M
1,ABL2,ABHD12,AASDH,AASDH,AAK1,A4GALT,ABL2,ABHD12,AASDH,AASDH,AAK1,A4GALT,ABL2,ABHD12,AASDH,AASDH,AAK1,A4GALT,ABL2,ABHD12,AASDH,AASDH,AAK1,A4GALT,ABL2,ABHD12,AASDH,AASDH,AAK1,A4GALT
2,ABLIM3,ABL2,AASS,AASS,AAMP,AAK1,ABLIM3,ABL2,AASS,AASS,AAMP,AAK1,ABLIM3,ABL2,AASS,AASS,AAMP,AAK1,ABLIM3,ABL2,AASS,AASS,AAMP,AAK1,ABLIM3,ABL2,AASS,AASS,AAMP,AAK1
3,AC007950.1,ABLIM1,ABCC5,AATK,AASDH,AAMDC,AC007950.1,ABLIM1,ABCC5,AATK,AASDH,AAMDC,AC007950.1,ABLIM1,ABCC5,AATK,AASDH,AAMDC,AC007950.1,ABLIM1,ABCC5,AATK,AASDH,AAMDC,AC007950.1,ABLIM1,ABHD12,AATK,AASDH,AAMDC
4,ACP5,ABLIM3,ABHD12,ABCA1,AASS,AAMP,ACP5,ABLIM3,ABHD12,ABCA5,AASS,AAMP,ACP5,ABLIM3,ABHD12,ABCA5,AASS,AAMP,ACP5,ABLIM3,ABHD12,ABCA5,AASS,AAMP,ACP5,ABLIM3,ABHD3,ABCA1,AASS,AAMP
5,ACPP,AC007950.1,ABHD3,ABCA5,AATF,AARS,ACPP,AC007950.1,ABHD3,ABCB9,AATF,AARS,ACPP,AC007950.1,ABHD3,ABCB9,AATF,AARS,ACPP,AC007950.1,ABHD3,ABCB9,AATF,AARS,ACPP,AC007950.1,ABL2,ABCA5,AATF,AARS
6,ACRBP,ACKR3,ABL2,ABCB9,AATK,AARS2,ACRBP,ACKR3,ABL2,ABCC5,AATK,AARS2,ACRBP,ACKR3,ABL2,ABCC5,AATK,AARS2,ACRBP,ACKR3,ABL2,ABCC5,AATK,AARS2,ACRBP,ACKR3,ABLIM1,ABCB9,AATK,AARS2
7,ACTN4,ACP5,ABLIM1,ABCC5,ABCA1,AARSD1,ACTN4,ACP5,ABLIM1,ABHD12,ABCA1,AARSD1,ACTN4,ACP5,ABLIM1,ABHD12,ABCA1,AARSD1,ACTN4,ACP5,ABLIM1,ABHD12,ABCA1,AARSD1,ACTN4,ACP5,ABLIM3,ABCC5,ABCA1,AARSD1
8,ACTR2,ACPP,ABLIM3,ABHD12,ABCA3,AASDH,ACTR2,ACPP,ABLIM3,ABHD17A,ABCA3,AASDH,ACTR2,ACPP,ABLIM3,ABHD17A,ABCA3,AASDH,ACTR2,ACPP,ABLIM3,ABHD17A,ABCA3,AASDH,ACTR2,ACPP,ABTB1,ABHD12,ABCA3,AASDH
9,ACTR3,ACRBP,ABTB1,ABHD17A,ABCA5,AASDHPPT,ACTR3,ACRBP,ABTB1,ABHD3,ABCA5,AASDHPPT,ACTR3,ACRBP,ABTB1,ABHD3,ABCA5,AASDHPPT,ACTR3,ACRBP,ABTB1,ABHD3,ABCA5,AASDHPPT,ACTR3,ACRBP,AC007950.1,ABHD17A,ABCA5,AASDHPPT
