,1934-NUSVR--nu=0.05-C=0.1,1934-NUSVR--nu=0.1-C=0.1,1934-NUSVR--nu=0.15-C=0.1,1934-NUSVR--nu=0.25-C=0.1,1934-NUSVR--nu=0.5-C=0.1,1934-NUSVR--nu=0.75-C=0.1,1934-NUSVR--nu=0.05-C=0.5,1934-NUSVR--nu=0.1-C=0.5,1934-NUSVR--nu=0.15-C=0.5,1934-NUSVR--nu=0.25-C=0.5,1934-NUSVR--nu=0.5-C=0.5,1934-NUSVR--nu=0.75-C=0.5,1934-NUSVR--nu=0.05-C=0.75,1934-NUSVR--nu=0.1-C=0.75,1934-NUSVR--nu=0.15-C=0.75,1934-NUSVR--nu=0.25-C=0.75,1934-NUSVR--nu=0.5-C=0.75,1934-NUSVR--nu=0.75-C=0.75,1934-NUSVR--nu=0.05-C=1,1934-NUSVR--nu=0.1-C=1,1934-NUSVR--nu=0.15-C=1,1934-NUSVR--nu=0.25-C=1,1934-NUSVR--nu=0.5-C=1,1934-NUSVR--nu=0.75-C=1,1934-NUSVR--nu=0.05-C=10,1934-NUSVR--nu=0.1-C=10,1934-NUSVR--nu=0.15-C=10,1934-NUSVR--nu=0.25-C=10,1934-NUSVR--nu=0.5-C=10,1934-NUSVR--nu=0.75-C=10
0,ABLIM3,AASDH,AASDH,AASDH,A2M,A1CF,ABLIM3,AASDH,AASDH,AASDH,A2M,A1CF,ABLIM3,AASDH,AASDH,AASDH,A2M,A1CF,ABLIM3,AASDH,AASDH,AASDH,A2M,A1CF,ABLIM3,AASDH,AASDH,AASDH,A2M,A1CF
1,ABTB1,ABHD17A,ABCA5,AATF,AAK1,A2M,ABTB1,ABHD12,ABCA5,AATF,AAK1,A2M,ABTB1,ABHD12,ABCA5,AATF,AAK1,A2M,ABTB1,ABHD17A,ABCA5,AATF,AAK1,A2M,ABTB1,ABHD12,ABCA5,AATF,AAK1,A2M
2,ACP5,ABHD3,ABCC1,ABCA5,AAMP,A4GALT,ACP5,ABHD17A,ABCC1,ABCA5,AAMP,A4GALT,ACP5,ABHD17A,ABCC1,ABCA5,AAMP,A4GALT,ACP5,ABHD3,ABCC1,ABCA5,AAMP,A4GALT,ACP5,ABHD17A,ABCC1,ABCA5,AAMP,A4GALT
3,ACRBP,ABLIM3,ABHD12,ABCB1,AAR2,AACS,ACRBP,ABHD3,ABHD12,ABCB1,AAR2,AACS,ACRBP,ABHD3,ABHD12,ABCB1,AAR2,AACS,ACRBP,ABLIM3,ABHD12,ABCB1,AAR2,AACS,ACRBP,ABHD3,ABHD12,ABCB1,AAR2,AACS
4,ACTN1,ABTB1,ABHD17A,ABCC1,AARS,AAK1,ACTN1,ABLIM3,ABHD17A,ABCC1,AARS,AAK1,ACTN1,ABLIM3,ABHD17A,ABCC1,AARS,AAK1,ACTN1,ABTB1,ABHD17A,ABCC1,AARS,AAK1,ACTN1,ABLIM3,ABHD17A,ABCC1,AARS,AAK1
5,ACTN4,ACLY,ABHD3,ABCC3,AARSD1,AAMP,ACTN4,ABTB1,ABHD3,ABCC3,AARSD1,AAMP,ACTN4,ABTB1,ABHD3,ABCC3,AARSD1,AAMP,ACTN4,ACLY,ABHD3,ABCC3,AARSD1,AAMP,ACTN4,ABTB1,ABHD3,ABCC3,AARSD1,AAMP
6,ACYP1,ACP5,ABLIM1,ABCC5,AASDH,AAR2,ACYP1,ACLY,ABLIM1,ABCC5,AASDH,AAR2,ACYP1,ACLY,ABLIM1,ABCC5,AASDH,AAR2,ACYP1,ACP5,ABLIM1,ABCC5,AASDH,AAR2,ACYP1,ACLY,ABLIM1,ABCC5,AASDH,AAR2
7,ADAM28,ACRBP,ABLIM3,ABCC9,AASDHPPT,AARS,ADAM28,ACP5,ABLIM3,ABCC9,AASDHPPT,AARS,ADAM28,ACP5,ABLIM3,ABCC9,AASDHPPT,AARS,ADAM28,ACRBP,ABLIM3,ABCC9,AASDHPPT,AARS,ADAM28,ACP5,ABLIM3,ABCC9,AASDHPPT,AARS
8,ADGRL4,ACSF3,ABTB1,ABCD4,AASS,AARS2,ADGRL4,ACRBP,ABTB1,ABCD4,AASS,AARS2,ADGRL4,ACRBP,ABTB1,ABCD4,AASS,AARS2,ADGRL4,ACSF3,ABTB1,ABCD4,AASS,AARS2,ADGRL4,ACRBP,ABTB1,ABCD4,AASS,AARS2
9,ADIPOR1,ACTN1,AC009506.1,ABHD12,AATF,AARSD1,ADIPOR1,ACSF3,AC009506.1,ABHD12,AATF,AARSD1,ADIPOR1,ACSF3,AC009506.1,ABHD12,AATF,AARSD1,ADIPOR1,ACTN1,AC009506.1,ABHD12,AATF,AARSD1,ADIPOR1,ACSF3,AC009506.1,ABHD12,AATF,AARSD1
10,AGER,ACTN4,ACER3,ABHD13,ABCA10,AASDH,AGER,ACTN1,ACER3,ABHD13,ABCA10,AASDH,AGER,ACTN1,ACER3,ABHD13,ABCA10,AASDH,AGER,ACTN4,ACER3,ABHD13,ABCA10,AASDH,AGER,ACTN1,ACER3,ABHD13,ABCA10,AASDH
11,AGPAT5,ACYP1,ACLY,ABHD17A,ABCA3,AASDHPPT,AGPAT5,ACTN4,ACLY,ABHD17A,ABCA3,AASDHPPT,AGPAT5,ACTN4,ACLY,ABHD17A,ABCA3,AASDHPPT,AGPAT5,ACYP1,ACLY,ABHD17A,ABCA3,AASDHPPT,AGPAT5,ACTN4,ACLY,ABHD17A,ABCA3,AASDHPPT
12,AKNA,ADAM28,ACP5,ABHD3,ABCA4,AASS,AKNA,ACYP1,ACP5,ABHD3,ABCA4,AASS,AKNA,ACYP1,ACP5,ABHD3,ABCA4,AASS,AKNA,ADAM28,ACP5,ABHD3,ABCA4,AASS,AKNA,ACYP1,ACP5,ABHD3,ABCA4,AASS
13,ALAS2,ADAMTS2,ACPP,ABHD5,ABCA5,AATF,ALAS2,ADAM28,ACPP,ABHD5,ABCA5,AATF,ALAS2,ADAM28,ACPP,ABHD5,ABCA5,AATF,ALAS2,ADAMTS2,ACPP,ABHD5,ABCA5,AATF,ALAS2,ADAM28,ACPP,ABHD5,ABCA5,AATF
14,ALCAM,ADGRG3,ACRBP,ABHD6,ABCA7,AATK,ALCAM,ADAMTS2,ACRBP,ABHD6,ABCA7,AATK,ALCAM,ADAMTS2,ACRBP,ABHD6,ABCA7,AATK,ALCAM,ADGRG3,ACRBP,ABHD6,ABCA7,AATK,ALCAM,ADAMTS2,ACRBP,ABHD6,ABCA7,AATK
