,2564-NUSVR--nu=0.05-C=0.1,2564-NUSVR--nu=0.1-C=0.1,2564-NUSVR--nu=0.15-C=0.1,2564-NUSVR--nu=0.25-C=0.1,2564-NUSVR--nu=0.5-C=0.1,2564-NUSVR--nu=0.75-C=0.1,2564-NUSVR--nu=0.05-C=0.5,2564-NUSVR--nu=0.1-C=0.5,2564-NUSVR--nu=0.15-C=0.5,2564-NUSVR--nu=0.25-C=0.5,2564-NUSVR--nu=0.5-C=0.5,2564-NUSVR--nu=0.75-C=0.5,2564-NUSVR--nu=0.05-C=0.75,2564-NUSVR--nu=0.1-C=0.75,2564-NUSVR--nu=0.15-C=0.75,2564-NUSVR--nu=0.25-C=0.75,2564-NUSVR--nu=0.5-C=0.75,2564-NUSVR--nu=0.75-C=0.75,2564-NUSVR--nu=0.05-C=1,2564-NUSVR--nu=0.1-C=1,2564-NUSVR--nu=0.15-C=1,2564-NUSVR--nu=0.25-C=1,2564-NUSVR--nu=0.5-C=1,2564-NUSVR--nu=0.75-C=1,2564-NUSVR--nu=0.05-C=10,2564-NUSVR--nu=0.1-C=10,2564-NUSVR--nu=0.15-C=10,2564-NUSVR--nu=0.25-C=10,2564-NUSVR--nu=0.5-C=10,2564-NUSVR--nu=0.75-C=10
0,ABL2,ABHD12,AASDH,A2ML1,A2M,A1BG,ABL2,ABHD12,AASDH,A2ML1,A2M,A1BG,ABL2,ABHD12,AASDH,A2ML1,A2M,A1BG,ABL2,ABHD12,AASDH,A2ML1,A2M,A1BG,ABL2,ABHD12,AASDH,A2ML1,A2M,A1BG
1,ABLIM3,ABHD3,ABCA5,AASDH,A2ML1,A2M,ABLIM3,ABHD3,ABCA5,AASDH,A2ML1,A2M,ABLIM3,ABHD3,ABCA5,AASDH,A2ML1,A2M,ABLIM3,ABHD3,ABCA5,AASDH,A2ML1,A2M,ABLIM3,ABHD3,ABCA5,AASDH,A2ML1,A2M
2,ACPP,ABL2,ABHD12,ABCA5,AAK1,A2ML1,ACPP,ABL2,ABHD12,ABCA5,AAK1,A2ML1,ACPP,ABL2,ABHD12,ABCA5,AAK1,A2ML1,ACPP,ABL2,ABHD12,ABCA5,AAK1,A2ML1,ACPP,ABL2,ABHD12,ABCA5,AAK1,A2ML1
3,ACRBP,ABLIM1,ABHD3,ABCB9,AAMP,A4GNT,ACRBP,ABLIM1,ABHD3,ABCB9,AAMP,A4GNT,ACRBP,ABLIM1,ABHD3,ABCB9,AAMP,A4GNT,ACRBP,ABLIM1,ABHD3,ABCB9,AAMP,A4GNT,ACRBP,ABLIM1,ABHD3,ABCB9,AAMP,A4GNT
4,ACTN1,ABLIM3,ABHD5,ABCC4,AARD,AADAT,ACTN1,ABLIM3,ABHD5,ABCC4,AARD,AADAT,ACTN1,ABLIM3,ABHD5,ABCC4,AARD,AADAT,ACTN1,ABLIM3,ABHD5,ABCC4,AARD,AADAT,ACTN1,ABLIM3,ABHD5,ABCC4,AARD,AADAT
5,ACTN4,ACPP,ABL2,ABCC5,AARS,AAK1,ACTN4,ACPP,ABL2,ABCC5,AARS,AAK1,ACTN4,ACPP,ABL2,ABCC5,AARS,AAK1,ACTN4,ACPP,ABL2,ABCC5,AARS,AAK1,ACTN4,ACPP,ABL2,ABCC5,AARS,AAK1
6,ACTR2,ACRBP,ABLIM1,ABCD4,AARS2,AAMDC,ACTR2,ACRBP,ABLIM1,ABCD4,AARS2,AAMDC,ACTR2,ACRBP,ABLIM1,ABCD4,AARS2,AAMDC,ACTR2,ACRBP,ABLIM1,ABCD4,AARS2,AAMDC,ACTR2,ACRBP,ABLIM1,ABCD4,AARS2,AAMDC
7,ACTR3,ACTN1,ABLIM3,ABHD12,AARSD1,AAMP,ACTR3,ACTN1,ABLIM3,ABHD12,AARSD1,AAMP,ACTR3,ACTN1,ABLIM3,ABHD12,AARSD1,AAMP,ACTR3,ACTN1,ABLIM3,ABHD12,AARSD1,AAMP,ACTR3,ACTN1,ABLIM3,ABHD12,AARSD1,AAMP
8,ACYP1,ACTN4,ABTB1,ABHD3,AASDH,AAR2,ACYP1,ACTN4,ABTB1,ABHD3,AASDH,AAR2,ACYP1,ACTN4,ABTB1,ABHD3,AASDH,AAR2,ACYP1,ACTN4,ABTB1,ABHD3,AASDH,AAR2,ACYP1,ACTN4,ABTB1,ABHD3,AASDH,AAR2
9,ADAM28,ACTR2,ACBD6,ABHD5,AASS,AARD,ADAM28,ACTR2,ACBD6,ABHD5,AASS,AARD,ADAM28,ACTR2,ACBD6,ABHD5,AASS,AARD,ADAM28,ACTR2,ACBD6,ABHD5,AASS,AARD,ADAM28,ACTR2,ACBD6,ABHD5,AASS,AARD
10,ADGRG6,ACTR3,ACER3,ABI3,AATF,AARS,ADGRG6,ACTR3,ACER3,ABI3,AATF,AARS,ADGRG6,ACTR3,ACER3,ABI3,AATF,AARS,ADGRG6,ACTR3,ACER3,ABI3,AATF,AARS,ADGRG6,ACTR3,ACER3,ABHD6,AATF,AARS
11,ADGRL4,ACYP1,ACLY,ABL1,ABCA10,AARS2,ADGRL4,ACYP1,ACLY,ABL1,ABCA10,AARS2,ADGRL4,ACYP1,ACLY,ABL1,ABCA10,AARS2,ADGRL4,ACYP1,ACLY,ABL1,ABCA10,AARS2,ADGRL4,ACYP1,ACLY,ABI3,ABCA10,AARS2
12,ADIPOR1,ADAM28,ACPP,ABL2,ABCA2,AARSD1,ADIPOR1,ADAM28,ACPP,ABL2,ABCA2,AARSD1,ADIPOR1,ADAM28,ACPP,ABL2,ABCA2,AARSD1,ADIPOR1,ADAM28,ACPP,ABL2,ABCA2,AARSD1,ADIPOR1,ADAM28,ACPP,ABL1,ABCA2,AARSD1
13,ADPGK,ADD3,ACRBP,ABLIM1,ABCA5,AASDH,ADPGK,ADD3,ACRBP,ABLIM1,ABCA5,AASDH,ADPGK,ADD3,ACRBP,ABLIM1,ABCA5,AASDH,ADPGK,ADD3,ACRBP,ABLIM1,ABCA5,AASDH,ADPGK,ADD3,ACRBP,ABL2,ABCA5,AASDH
14,AFG3L1P,ADGRG3,ACSL4,ABLIM3,ABCA7,AASDHPPT,AFG3L1P,ADGRG3,ACSL4,ABLIM3,ABCA7,AASDHPPT,AFG3L1P,ADGRG3,ACSL4,ABLIM3,ABCA7,AASDHPPT,AFG3L1P,ADGRG3,ACSL4,ABLIM3,ABCA7,AASDHPPT,AFG3L1P,ADGRG3,ACSL4,ABLIM1,ABCA7,AASDHPPT
15,AGPAT5,ADGRG6,ACTN1,ABO,ABCB1,AASS,AGPAT5,ADGRG6,ACTN1,ABO,ABCB1,AASS,AGPAT5,ADGRG6,ACTN1,ABO,ABCB1,AASS,AGPAT5,ADGRG6,ACTN1,ABO,ABCB1,AASS,AGPAT5,ADGRG6,ACTN1,ABLIM3,ABCB1,AASS
16,AGTRAP,ADIPOR1,ACTN4,ABTB1,ABCB9,AATF,AGTRAP,ADIPOR1,ACTN4,ABTB1,ABCB9,AATF,AGTRAP,ADIPOR1,ACTN4,ABTB1,ABCB9,AATF,AGTRAP,ADIPOR1,ACTN4,ABTB1,ABCB9,AATF,AGTRAP,ADIPOR1,ACTN4,ABO,ABCB9,AATF
17,AKAP13,ADPGK,ACTR2,AC009506.1,ABCC1,AATK,AKAP13,ADPGK,ACTR2,AC009506.1,ABCC1,AATK,AKAP13,ADPGK,ACTR2,AC009506.1,ABCC1,AATK,AKAP13,ADPGK,ACTR2,AC009506.1,ABCC1,AATK,AKAP13,ADPGK,ACTR2,ABTB1,ABCC1,AATK
18,AKNA,AFF1,ACTR3,AC144831.1,ABCC4,ABCA10,AKNA,AFF1,ACTR3,AC144831.1,ABCC4,ABCA10,AKNA,AFF1,ACTR3,AC144831.1,ABCC4,ABCA10,AKNA,AFF1,ACTR3,AC144831.1,ABCC4,ABCA10,AKNA,AFF1,ACTR3,AC009506.1,ABCC4,ABCA10
19,ALAS2,AFG3L1P,ACYP1,ACAP2,ABCC5,ABCA11P,ALAS2,AFG3L1P,ACYP1,ACAP2,ABCC5,ABCA11P,ALAS2,AFG3L1P,ACYP1,ACAP2,ABCC5,ABCA11P,ALAS2,AFG3L1P,ACYP1,ACAP2,ABCC5,ABCA11P,ALAS2,AFG3L1P,ACYP1,AC144831.1,ABCC5,ABCA11P
20,ALOX5AP,AGPAT5,ADAM15,ACBD6,ABCD3,ABCA2,ANK1,AGPAT5,ADAM15,ACBD6,ABCD3,ABCA2,ANK1,AGPAT5,ADAM15,ACBD6,ABCD3,ABCA2,ANK1,AGPAT5,ADAM15,ACBD6,ABCD3,ABCA2,ANK1,AGPAT5,ADAM15,ACAP2,ABCD3,ABCA2
21,ANK1,AGTRAP,ADAM28,ACER3,ABCD4,ABCA3,ANK3,AGTRAP,ADAM28,ACER3,ABCD4,ABCA3,ANK3,AGTRAP,ADAM28,ACER3,ABCD4,ABCA3,ANK3,AGTRAP,ADAM28,ACER3,ABCD4,ABCA3,ANK3,AGTRAP,ADAM28,ACBD6,ABCD4,ABCA3
22,ANK3,AKAP13,ADD3,ACLY,ABCE1,ABCA4,ANKRD36B,AKAP13,ADAMTS9,ACLY,ABCE1,ABCA4,ANKRD36B,AKAP13,ADAMTS9,ACLY,ABCE1,ABCA4,ANKRD36B,AKAP13,ADAMTS9,ACLY,ABCE1,ABCA4,ANKRD36B,AKAP13,ADD3,ACER3,ABCE1,ABCA4
23,ANKRD36B,AKNA,ADGRG3,ACOT11,ABCF2,ABCA5,ANKRD36C,AKNA,ADD3,ACOT11,ABCF2,ABCA5,ANKRD36C,AKNA,ADD3,ACOT11,ABCF2,ABCA5,ANKRD36C,AKNA,ADD3,ACOT11,ABCF2,ABCA5,ANKRD36C,AKNA,ADGRG3,ACLY,ABCF2,ABCA5
24,ANKRD36C,ALAS2,ADGRG6,ACOX1,ABCF3,ABCA7,ANP32A,ALAS2,ADGRG3,ACOX1,ABCF3,ABCA7,ANP32A,ALAS2,ADGRG3,ACOX1,ABCF3,ABCA7,ANP32A,ALAS2,ADGRG3,ACOX1,ABCF3,ABCA7,ANP32A,ALAS2,ADGRG6,ACOT11,ABCF3,ABCA7
25,ANP32A,ALCAM,ADGRL4,ACPP,ABCG1,ABCB1,ANP32B,ALCAM,ADGRG6,ACPP,ABCG1,ABCB1,ANP32B,ALCAM,ADGRG6,ACPP,ABCG1,ABCB1,ANP32B,ALCAM,ADGRG6,ACPP,ABCG1,ABCB1,ANP32B,ALCAM,ADGRL4,ACOX1,ABCG1,ABCB1
26,ANP32B,ALG1,ADIPOR1,ACRBP,ABHD11,ABCB8,ANXA1,ALG1,ADGRL4,ACRBP,ABHD11,ABCB8,ANXA1,ALG1,ADGRL4,ACRBP,ABHD11,ABCB8,ANXA1,ALG1,ADGRL4,ACRBP,ABHD11,ABCB8,ANXA1,ALG1,ADIPOR1,ACPP,ABHD11,ABCB8
27,ANXA1,ALKBH5,ADM,ACSL3,ABHD12,ABCB9,ANXA5,ALKBH5,ADIPOR1,ACSL3,ABHD12,ABCB9,ANXA5,ALKBH5,ADIPOR1,ACSL3,ABHD12,ABCB9,ANXA5,ALKBH5,ADIPOR1,ACSL3,ABHD12,ABCB9,ANXA5,ALKBH5,ADM,ACRBP,ABHD12,ABCB9
28,ANXA5,ALOX5,ADNP,ACSL4,ABHD14A,ABCC1,ANXA6,ALOX5,ADM,ACSL4,ABHD14A,ABCC1,ANXA6,ALOX5,ADM,ACSL4,ABHD14A,ABCC1,ANXA6,ALOX5,ADM,ACSL4,ABHD14A,ABCC1,ANXA6,ALOX5,ADNP,ACSL3,ABHD14A,ABCC1
29,ANXA6,ALOX5AP,ADPGK,ACTN1,ABHD15,ABCC11,AP2M1,ALOX5AP,ADNP,ACTN1,ABHD15,ABCC11,AP2M1,ALOX5AP,ADNP,ACTN1,ABHD15,ABCC11,AP2M1,ALOX5AP,ADNP,ACTN1,ABHD15,ABCC11,AP2M1,ALOX5AP,ADPGK,ACSL4,ABHD15,ABCC11
30,AP2M1,AMZ2P1,AFF1,ACTN4,ABHD3,ABCC13,APOBEC3A,AMZ2P1,ADPGK,ACTN4,ABHD3,ABCC13,APOBEC3A,AMZ2P1,ADPGK,ACTN4,ABHD3,ABCC13,APOBEC3A,AMZ2P1,ADPGK,ACTN4,ABHD3,ABCC13,APOBEC3A,AMZ2P1,AFF1,ACTN1,ABHD3,ABCC13
31,APOBEC3A,ANK1,AFG3L1P,ACTR2,ABHD4,ABCC4,APOC1,ANK1,AFF1,ACTR2,ABHD4,ABCC4,APOC1,ANK1,AFF1,ACTR2,ABHD4,ABCC4,APOC1,ANK1,AFF1,ACTR2,ABHD4,ABCC4,APOC1,ANK1,AFG3L1P,ACTN4,ABHD4,ABCC4
32,APOC1,ANK3,AGO1,ACTR3,ABHD5,ABCC5,AQP10,ANK3,AFG3L1P,ACTR3,ABHD5,ABCC5,AQP10,ANK3,AFG3L1P,ACTR3,ABHD5,ABCC5,AQP10,ANK3,AFG3L1P,ACTR3,ABHD5,ABCC5,AQP10,ANK3,AGO1,ACTR2,ABHD5,ABCC5
33,AQP10,ANKRD36B,AGO4,ACVR2B,ABHD6,ABCC6,AQP9,ANKRD36B,AGO1,ACVR2B,ABHD6,ABCC6,AQP9,ANKRD36B,AGO1,ACVR2B,ABHD6,ABCC6,AQP9,ANKRD36B,AGO1,ACVR2B,ABHD6,ABCC6,AQP9,ANKRD36B,AGO4,ACTR3,ABHD6,ABCC6
34,AQP9,ANKRD36C,AGPAT5,ACYP1,ABI3,ABCC8,ARAP1,ANKRD36C,AGO4,ACYP1,ABI3,ABCC8,ARAP1,ANKRD36C,AGO4,ACYP1,ABI3,ABCC8,ARAP1,ANKRD36C,AGO4,ACYP1,ABI3,ABCC8,ARAP1,ANKRD36C,AGPAT5,ACVR2B,ABI3,ABCC8
35,ARAP1,ANO9,AGTPBP1,ACYP2,ABI3BP,ABCD1,ARF1,ANO9,AGPAT5,ACYP2,ABI3BP,ABCD1,ARF1,ANO9,AGPAT5,ACYP2,ABI3BP,ABCD1,ARF1,ANO9,AGPAT5,ACYP2,ABI3BP,ABCD1,ARF1,ANO9,AGTPBP1,ACYP1,ABI3BP,ABCD1
36,ARF1,ANP32A,AGTRAP,ADAM15,ABL1,ABCD3,ARG2,ANP32A,AGTPBP1,ADAM15,ABL1,ABCD3,ARG2,ANP32A,AGTPBP1,ADAM15,ABL1,ABCD3,ARG2,ANP32A,AGTPBP1,ADAM15,ABL1,ABCD3,ARG2,ANP32A,AGTRAP,ACYP2,ABL1,ABCD3
37,ARG2,ANP32B,AIDA,ADAM17,ABL2,ABCD4,ARHGAP30,ANP32B,AGTRAP,ADAM17,ABL2,ABCD4,ARHGAP30,ANP32B,AGTRAP,ADAM17,ABL2,ABCD4,ARHGAP30,ANP32B,AGTRAP,ADAM17,ABL2,ABCD4,ARHGAP30,ANP32B,AIDA,ADAM15,ABL2,ABCD4
38,ARHGAP30,ANP32E,AKAP13,ADAM23,ABLIM1,ABCE1,ARHGAP45,ANP32E,AIDA,ADAM23,ABLIM1,ABCE1,ARHGAP45,ANP32E,AIDA,ADAM23,ABLIM1,ABCE1,ARHGAP45,ANP32E,AIDA,ADAM23,ABLIM1,ABCE1,ARHGAP45,ANP32E,AKAP13,ADAM17,ABLIM1,ABCE1
